year,month,pickup_zone,dropoff_zone,trip_count,avg_trip_distance_miles,avg_total_amount,avg_passengers,total_revenue,avg_trip_duration_min
2024,1,Queensbridge/Ravenswood,Co-Op City,1,9.5,43,1,43,62.27
2024,1,Auburndale,Richmond Hill,1,0,0,1,0,22.97
2024,1,Hammels/Arverne,Jackson Heights,1,17.2,59,1,59,83.85
2024,1,Rego Park,Queens Village,1,7.5,32,1,32,22.42
2024,1,Downtown Brooklyn/MetroTech,Long Island City/Queens Plaza,1,6.52,42.48,1,42.48,16.92
2024,1,Carroll Gardens,Canarsie,1,6.9,52,1,52,49.9
2024,1,Williamsburg (South Side),World Trade Center,1,3.8,36.6,3,36.6,23.58
2024,1,Central Park,Saint George/New Brighton,1,22.9,136.7,2,136.7,53.48
2024,1,Marble Hill,Forest Hills,1,14.5,54.94,1,54.94,44.47
2024,1,Bushwick South,South Williamsburg,1,1.5,19,1,19,14.92
2024,1,Newark Airport,Little Italy/NoLiTa,1,15.8,87,1,87,38.63
2024,1,Fort Greene,Middle Village,1,4.13,22.4,1,22.4,8.33
2024,1,Clinton Hill,Flushing Meadows-Corona Park,1,7.95,37,1,37,17.38
2024,1,Penn Station/Madison Sq West,Eltingville/Annadale/Prince's Bay,1,22.7,115.62,1,115.62,49.17
2024,1,South Ozone Park,Carroll Gardens,1,22.4,107.5,1,107.5,31.62
2024,1,Co-Op City,Greenpoint,1,13.3,56.94,1,56.94,49.43
2024,1,Brooklyn Heights,Jackson Heights,1,6.8,31,1,31,19.1
2024,1,Soundview/Castle Hill,Central Park,1,7.6,39,1,39,56.88
2024,1,Manhattanville,SoHo,1,8.11,47.8,1,47.8,26.5
2024,1,Red Hook,Bayside,1,19.39,76.6,1,76.6,39.12
2024,1,Sunnyside,Murray Hill-Queens,1,9.73,50.76,1,50.76,24.22
2024,1,Upper East Side North,Country Club,1,10.49,64.75,1,64.75,33.77
2024,1,Coney Island,Central Park,1,17.2,61,1,61,81.52
2024,1,Rosedale,Clinton West,1,16.4,70,1,70,88.83
2024,1,Springfield Gardens North,East Flatbush/Remsen Village,1,7.9,34,1,34,55.53
2024,1,Sunset Park East,Manhattan Valley,1,13.7,50.94,1,50.94,91.95
2024,1,Lenox Hill East,Forest Park/Highland Park,1,8,38,1,38,45.6
2024,1,Eastchester,Lincoln Square East,1,13.8,48,1,48,60.7
2024,1,Kew Gardens,Flatbush/Ditmas Park,1,22.26,100.8,2,100.8,48.67
2024,1,Manhattan Beach,Times Sq/Theatre District,1,13.39,80.94,1,80.94,91.88
2024,1,Steinway,Greenpoint,1,5.85,27.9,1,27.9,14.22
2024,1,Carroll Gardens,Hudson Sq,1,3.77,24.1,1,24.1,14.52
2024,1,Hudson Sq,South Jamaica,1,14,80.44,2,80.44,64.17
2024,1,Long Island City/Queens Plaza,Mott Haven/Port Morris,1,7.2,34.6,1,34.6,14.22
2024,1,Steinway,Morrisania/Melrose,1,4,27,1,27,30.27
2024,1,Old Astoria,Morningside Heights,1,5.4,34.94,1,34.94,36.8
2024,1,TriBeCa/Civic Center,Mount Hope,1,13.45,60.2,2,60.2,34.92
2024,1,Little Italy/NoLiTa,Woodlawn/Wakefield,1,16.1,58.94,1,58.94,45.02
2024,1,Woodlawn/Wakefield,Bedford,1,0,61.94,1,61.94,58.37
2024,1,Upper West Side North,Kew Gardens Hills,1,14.5,94.05,2,94.05,47.72
2024,1,Dyker Heights,Midtown Center,1,13.73,63.4,1,63.4,40.05
2024,1,Lower East Side,Kingsbridge Heights,1,13.2,43,1,43,74.3
2024,1,East Williamsburg,DUMBO/Vinegar Hill,1,3.9,23.1,2,23.1,6.47
2024,1,Clinton East,Marine Park/Mill Basin,1,23.85,113.84,1,113.84,44.95
2024,1,Steinway,Williamsburg (South Side),1,7.06,34.2,1,34.2,19.2
2024,1,Gramercy,Highbridge Park,1,8.95,64.09,1,64.09,28.42
2024,1,Homecrest,Clinton West,1,12.4,41,1,41,36.1
2024,1,South Ozone Park,Prospect Park,1,12.15,91.2,1,91.2,27.77
2024,1,N/A,Mott Haven/Port Morris,1,10.3,44.4,1,44.4,16.08
2024,1,Lenox Hill East,Fordham South,1,8.6,42.3,1,42.3,23.5
2024,1,Woodlawn/Wakefield,Van Nest/Morris Park,1,4.6,26,1,26,25.13
2024,1,Sheepshead Bay,Lincoln Square East,1,14.6,51,1,51,88.97
2024,1,TriBeCa/Civic Center,Bronx Park,1,18.1,51,1,51,62.23
2024,1,Lincoln Square West,Woodlawn/Wakefield,1,15.11,62.3,1,62.3,26.45
2024,1,Hammels/Arverne,Douglaston,1,10.9,55,1,55,2.58
2024,1,Morningside Heights,Parkchester,1,5.2,31,1,31,57.68
2024,1,East Flushing,Briarwood/Jamaica Hills,1,3.16,21.2,1,21.2,15.35
2024,1,Saint Michaels Cemetery/Woodside,Flushing,1,7.4,34.6,1,34.6,18.13
2024,1,Downtown Brooklyn/MetroTech,East Concourse/Concourse Village,1,11.3,40,1,40,45.72
2024,1,Washington Heights South,Madison,1,20.3,63,1,63,76.82
2024,1,Lenox Hill West,East Flushing,1,11.13,56.1,1,56.1,31.1
2024,1,Van Cortlandt Village,North Corona,1,11.3,42,1,42,57.87
2024,1,Van Nest/Morris Park,Springfield Gardens South,1,17.2,55,1,55,38.5
2024,1,Williamsbridge/Olinville,Midtown South,1,13.7,47,1,47,39.63
2024,1,Springfield Gardens South,Alphabet City,1,16.6,90.94,1,90.94,33.85
2024,1,Chinatown,Williamsbridge/Olinville,1,14.5,57.94,1,57.94,90.1
2024,1,Seaport,Morrisania/Melrose,1,12.7,83.15,1,83.15,52.08
2024,1,Flatbush/Ditmas Park,Jackson Heights,1,10.8,40,1,40,41.97
2024,1,Parkchester,Allerton/Pelham Gardens,1,3.6,21,1,21,14.53
2024,1,Woodside,Corona,1,3.56,24.1,1,24.1,23.33
2024,1,Kingsbridge Heights,Flushing Meadows-Corona Park,1,16.1,48,1,48,102.58
2024,1,West Concourse,Westchester Village/Unionport,1,6.4,27.6,1,27.6,11.45
2024,1,West Farms/Bronx River,Hamilton Heights,1,5.2,40,1,40,33.48
2024,1,Elmhurst,Midwood,1,16.5,50,1,50,85.7
2024,1,Ocean Hill,Ridgewood,1,1.1,18,1,18,30.12
2024,1,Midwood,Jamaica Estates,1,13.7,27,1,27,77.37
2024,1,Spuyten Duyvil/Kingsbridge,Astoria,1,10.46,53.84,1,53.84,26.02
2024,1,SoHo,College Point,1,14.22,62.6,1,62.6,30.07
2024,1,Baisley Park,Claremont/Bathgate,1,16.72,94.44,1,94.44,23.37
2024,1,Bloomingdale,Pelham Parkway,1,9.8,46.8,1,46.8,31.75
2024,1,Greenwich Village North,Hammels/Arverne,1,24.2,96.2,1,96.2,48.13
2024,1,South Ozone Park,Kew Gardens Hills,1,4.8,34.6,1,34.6,31.45
2024,1,Lincoln Square East,Schuylerville/Edgewater Park,1,13.88,64,2,64,39.5
2024,1,Stuy Town/Peter Cooper Village,Madison,1,13.51,57.7,1,57.7,27.12
2024,1,Prospect Heights,Midtown Center,1,8.1,38.1,1,38.1,23.8
2024,1,Greenwich Village South,Rosedale,1,4.48,30.5,1,30.5,15.43
2024,1,Elmhurst/Maspeth,Bedford Park,1,12.62,72.05,1,72.05,27.9
2024,1,Union Sq,Eltingville/Annadale/Prince's Bay,1,27,138.22,1,138.22,54.67
2024,1,East Harlem North,Woodside,1,6.2,38.1,1,38.1,29.12
2024,1,Hillcrest/Pomonok,TriBeCa/Civic Center,1,0,49.94,1,49.94,51.9
2024,1,Ozone Park,Midwood,1,5.7,36,1,36,54.17
2024,1,Inwood,Meatpacking/West Village West,1,10.5,38,1,38,32.3
2024,1,Erasmus,Lenox Hill East,1,10.9,42,1,42,72.58
2024,1,Bensonhurst East,Crown Heights North,1,6.7,30,1,30,56.45
2024,1,South Ozone Park,Hudson Sq,1,20.58,117.94,1,117.94,61.02
2024,1,Woodhaven,Ozone Park,1,0.1,4.5,1,4.5,0.6
2024,1,East Tremont,Lenox Hill East,1,6.5,34,1,34,50.47
2024,1,Bronxdale,Yorkville West,1,8.1,35,1,35,28.3
2024,1,Gramercy,Longwood,1,7.3,32,1,32,31.93
2024,1,Prospect-Lefferts Gardens,Kensington,1,1.57,21.84,1,21.84,14.42
2024,1,Lower East Side,Port Richmond,1,20.03,94.38,2,94.38,36.62
2024,1,Far Rockaway,West Farms/Bronx River,1,19.6,59,1,59,58.02
2024,1,Bloomingdale,College Point,1,11.2,60,1,60,38.6
2024,1,Hammels/Arverne,Rego Park,1,16.1,68,1,68,61.67
2024,1,Ridgewood,LaGuardia Airport,1,10.69,66.95,1,66.95,29.65
2024,1,Glen Oaks,Belmont,1,12.3,45,1,45,37.43
2024,1,Washington Heights North,UN/Turtle Bay South,1,8.6,66.3,1,66.3,28.32
2024,1,Columbia Street,Downtown Brooklyn/MetroTech,1,2.03,33.6,1,33.6,36.93
2024,1,Longwood,Boerum Hill,1,12.1,43,1,43,51.68
2024,1,Yorkville East,New Dorp/Midland Beach,1,20.98,124.68,1,124.68,33.8
2024,1,Stuy Town/Peter Cooper Village,Stuyvesant Heights,1,5.5,36.5,1,36.5,27.33
2024,1,Brooklyn Navy Yard,East Williamsburg,1,3.47,25.2,2,25.2,10.03
2024,1,Lower East Side,Forest Park/Highland Park,1,6.85,44.5,1,44.5,33.63
2024,1,Bushwick South,TriBeCa/Civic Center,1,5.78,34.5,1,34.5,21.63
2024,1,Rosedale,Queensboro Hill,1,10.53,41.9,1,41.9,12.1
2024,1,Midtown North,Fordham South,1,11.7,61.6,1,61.6,48.45
2024,1,Sunset Park East,Clinton Hill,1,4.8,25,1,25,52.08
2024,1,West Farms/Bronx River,Central Harlem North,1,5.2,29,1,29,13.83
2024,1,Financial District South,Grymes Hill/Clifton,1,14.46,78.92,1,78.92,23.2
2024,1,Long Island City/Queens Plaza,World Trade Center,1,8.7,43.6,1,43.6,21.67
2024,1,Flatlands,Forest Park/Highland Park,1,5.2,56,1,56,21.67
2024,1,North Corona,Briarwood/Jamaica Hills,1,4.4,25,1,25,57.82
2024,1,East Flatbush/Remsen Village,N/A,1,0,19,1,19,0
2024,1,Midtown North,Ocean Parkway South,1,12.74,171.94,1,171.94,63.68
2024,1,Central Park,East Elmhurst,1,11.57,65.84,3,65.84,35.6
2024,1,Springfield Gardens South,Oakland Gardens,1,9.97,72.48,1,72.48,20.27
2024,1,Inwood,Inwood Hill Park,1,0.23,5.9,1,5.9,3.02
2024,1,Yorkville West,Sunset Park East,1,13.84,71.34,1,71.34,40.58
2024,1,West Village,University Heights/Morris Heights,1,10.2,39,1,39,100.77
2024,1,Whitestone,Co-Op City,1,4.93,29.94,1,29.94,7.35
2024,1,Cypress Hills,Boerum Hill,1,5.85,67.1,2,67.1,27.15
2024,1,Lower East Side,Van Cortlandt Village,1,14.63,61.2,1,61.2,29.25
2024,1,Seaport,Longwood,1,9.7,46.94,1,46.94,36.53
2024,1,World Trade Center,Van Cortlandt Village,1,0,49.5,1,49.5,48.37
2024,1,Richmond Hill,Cypress Hills,1,3.9,30,1,30,26.43
2024,1,Cobble Hill,West Chelsea/Hudson Yards,1,7.21,46.2,1,46.2,40.75
2024,1,Claremont/Bathgate,Times Sq/Theatre District,1,9.6,36,1,36,24.7
2024,1,Howard Beach,Prospect Heights,1,6.8,57.3,1,57.3,26.72
2024,1,Williamsburg (North Side),Kingsbridge Heights,1,11,46,1,46,37.27
2024,1,Hamilton Heights,DUMBO/Vinegar Hill,1,11.5,38,1,38,44.65
2024,1,Woodlawn/Wakefield,Lincoln Square East,1,14.1,47,1,47,79.83
2024,1,Sunnyside,Soundview/Bruckner,1,10.54,51.34,1,51.34,22.97
2024,1,SoHo,Longwood,1,14.48,63,1,63,41.92
2024,1,Douglaston,Claremont/Bathgate,1,11.89,60.38,5,60.38,14.18
2024,1,Soundview/Bruckner,Lincoln Square East,1,0.1,40,1,40,49.13
2024,1,Manhattan Valley,Arrochar/Fort Wadsworth,1,17.91,114.38,1,114.38,35.98
2024,1,UN/Turtle Bay South,Maspeth,1,5.14,33.84,1,33.84,10.83
2024,1,Washington Heights North,East Williamsburg,1,13.17,83.84,1,83.84,45.82
2024,1,Washington Heights South,Long Island City/Hunters Point,1,10.69,59.6,1,59.6,43.77
2024,1,Flatlands,Cobble Hill,1,7.1,30,1,30,36.35
2024,1,Bensonhurst East,Allerton/Pelham Gardens,1,28.5,87,1,87,76.65
2024,1,Windsor Terrace,Queensboro Hill,1,14.5,47,1,47,46.88
2024,1,Bensonhurst West,Carroll Gardens,1,4.8,28,1,28,25.08
2024,1,Prospect Heights,Sutton Place/Turtle Bay North,1,8.5,41.3,1,41.3,21.83
2024,1,Queensbridge/Ravenswood,Kew Gardens,1,8.8,42.3,1,42.3,31.02
2024,1,Roosevelt Island,Lincoln Square East,1,4.78,32.76,1,32.76,20.65
2024,1,Bay Ridge,Prospect Park,1,4.9,30,1,30,19.82
2024,1,Homecrest,Midtown South,1,12.3,44,1,44,55.1
2024,1,Bushwick South,East Elmhurst,1,0,36,1,36,28.95
2024,1,Stuy Town/Peter Cooper Village,Washington Heights North,1,10.7,64.2,2,64.2,32.8
2024,1,Boerum Hill,Dyker Heights,1,6.13,31.9,1,31.9,14.17
2024,1,Queens Village,Bath Beach,1,18.1,58,1,58,39.75
2024,1,Long Island City/Queens Plaza,Williamsburg (North Side),1,5.18,41.16,1,41.16,27.48
2024,1,Bushwick North,Soundview/Bruckner,1,20.4,53,1,53,48.15
2024,1,Jamaica Bay,Yorkville West,1,18.69,90.94,1,90.94,28.32
2024,1,Astoria Park,East Harlem North,1,7.76,45.25,1,45.25,16.88
2024,1,Bronxdale,Flatlands,1,25.3,75.94,1,75.94,113.33
2024,1,Canarsie,Union Sq,1,15.1,49,1,49,70.12
2024,1,Yorkville West,West Brighton,1,20.1,128.77,1,128.77,60.42
2024,1,Prospect-Lefferts Gardens,Manhattan Beach,1,6.5,30,1,30,44.78
2024,1,Co-Op City,Washington Heights South,1,10.9,50,1,50,73.62
2024,1,Brownsville,Financial District South,1,7.6,32,1,32,46.37
2024,1,Marble Hill,Jamaica,1,18.6,61.94,1,61.94,113.97
2024,1,South Williamsburg,Boerum Hill,1,2.3,34.2,1,34.2,18.98
2024,1,West Farms/Bronx River,Prospect-Lefferts Gardens,1,17.2,56,1,56,63.82
2024,1,Madison,Sunset Park East,1,3.9,24,1,24,26.7
2024,1,West Concourse,Queens Village,1,14.9,47,1,47,61.85
2024,1,Claremont/Bathgate,UN/Turtle Bay South,1,9.9,37,1,37,48.82
2024,1,Bushwick South,Sutton Place/Turtle Bay North,1,14.1,38.94,1,38.94,61.42
2024,1,Stuyvesant Heights,Times Sq/Theatre District,1,8.1,41.94,1,41.94,58.98
2024,1,Hollis,Jackson Heights,1,10.1,38,1,38,25.62
2024,1,Woodlawn/Wakefield,Bayside,1,14.9,40,1,40,57.25
2024,1,Greenpoint,Van Cortlandt Park,1,14.3,54.94,1,54.94,51
2024,1,Bath Beach,World Trade Center,1,10.2,45.94,1,45.94,31.62
2024,1,Forest Hills,Riverdale/North Riverdale/Fieldston,1,13.7,65.3,1,65.3,60.9
2024,1,Lower East Side,Briarwood/Jamaica Hills,1,11.9,42,1,42,51.7
2024,1,Bayside,Greenwich Village South,1,14.3,48,1,48,70.13
2024,1,Briarwood/Jamaica Hills,Financial District South,1,16.27,104.03,1,104.03,45.58
2024,1,Woodlawn/Wakefield,Fort Greene,1,18.3,58,1,58,58.33
2024,1,Downtown Brooklyn/MetroTech,Bath Beach,1,10.73,55.38,1,55.38,13.62
2024,1,Glendale,Lincoln Square West,1,14.1,40,1,40,80.37
2024,1,Prospect Heights,Financial District South,1,4.59,112.9,1,112.9,28.43
2024,1,Cambria Heights,Midtown South,1,0,55.94,1,55.94,50.95
2024,1,Steinway,Crown Heights North,1,2.7,34,1,34,36.23
2024,1,Manhattan Valley,Saint Albans,1,16.8,52,1,52,85.42
2024,1,Washington Heights South,East Flatbush/Farragut,1,16.9,72.94,1,72.94,81.53
2024,1,East New York/Pennsylvania Avenue,Jamaica Estates,1,13.2,35,1,35,61.75
2024,1,Steinway,Seaport,1,9.6,41,1,41,69.17
2024,1,Spuyten Duyvil/Kingsbridge,East Chelsea,1,10.6,43.18,1,43.18,35.47
2024,1,Soundview/Bruckner,Bedford,1,13.7,42,1,42,98.53
2024,1,Woodlawn/Wakefield,Lenox Hill West,1,12.8,43,1,43,59.53
2024,1,Woodhaven,Morrisania/Melrose,1,15.4,50,1,50,35.57
2024,1,Borough Park,Brooklyn Heights,1,4.4,25,1,25,25.82
2024,1,Lenox Hill East,Port Richmond,1,22.37,98.64,1,98.64,43.8
2024,1,Morrisania/Melrose,Flatiron,1,9.7,38,1,38,71.07
2024,1,Bronxdale,TriBeCa/Civic Center,1,14.5,51,1,51,107.17
2024,1,Co-Op City,Allerton/Pelham Gardens,1,1.9,20,1,20,21.22
2024,1,Clinton West,North Corona,1,17.41,86.14,4,86.14,41.82
2024,1,Coney Island,Battery Park City,1,13,50.94,1,50.94,22.78
2024,1,Rosedale,Woodside,1,13.9,56,1,56,41.98
2024,1,Woodside,Ocean Hill,1,4.7,32,1,32,39.42
2024,1,Middle Village,Bushwick North,1,2.6,22,1,22,18.62
2024,1,Van Nest/Morris Park,Downtown Brooklyn/MetroTech,1,0,59.94,1,59.94,78.32
2024,1,Hammels/Arverne,Bedford Park,1,23.9,70,1,70,80.12
2024,1,Stuyvesant Heights,Midwood,1,8.1,27,1,27,72.58
2024,1,Schuylerville/Edgewater Park,Longwood,1,5.57,26.6,1,26.6,11.37
2024,1,Park Slope,Glendale,1,7.6,23,1,23,85.45
2024,1,Carroll Gardens,Sunset Park West,1,1.44,15.84,1,15.84,9.15
2024,1,Clinton West,Grymes Hill/Clifton,1,16.41,91.52,1,91.52,39.15
2024,1,South Jamaica,Williamsburg (North Side),1,11.47,66.8,1,66.8,22.4
2024,1,Flatlands,Mott Haven/Port Morris,1,17.9,55,1,55,123.27
2024,1,Williamsbridge/Olinville,East Flatbush/Remsen Village,1,19.3,66.94,1,66.94,65.7
2024,1,Mount Hope,Midtown North,1,9.2,36,1,36,45.25
2024,1,Marble Hill,Gramercy,1,0,43.5,1,43.5,52.38
2024,1,Williamsburg (North Side),World Trade Center,1,4.2,32.28,1,32.28,18.08
2024,1,Rego Park,Flushing Meadows-Corona Park,1,0.95,8.3,1,8.3,1.38
2024,1,Kingsbridge Heights,Lower East Side,1,13.9,48,1,48,75
2024,1,South Williamsburg,Ocean Parkway South,1,8.3,35,1,35,43.53
2024,1,Claremont/Bathgate,Elmhurst,1,10,47.94,1,47.94,40.88
2024,1,Queensbridge/Ravenswood,Upper West Side North,1,5.28,32.6,1,32.6,21.12
2024,1,City Island,South Jamaica,1,15.5,52,1,52,67.88
2024,1,Van Cortlandt Village,Manhattan Valley,1,8,34,1,34,57.27
2024,1,Middle Village,Greenpoint,1,3.7,25,1,25,27.42
2024,1,Kew Gardens Hills,Bay Terrace/Fort Totten,1,2.6,30,1,30,20.27
2024,1,Jackson Heights,Fresh Meadows,1,6.5,30,1,30,21.07
2024,1,Gravesend,Financial District North,1,12.5,40,1,40,40.53
2024,1,Highbridge,Richmond Hill,1,10.6,44,1,44,25.27
2024,1,Belmont,Glen Oaks,1,0,56.94,1,56.94,52.95
2024,1,Saint Albans,Mount Hope,1,16,52,1,52,56.33
2024,1,Manhattan Beach,Gravesend,1,2.9,22,1,22,19.2
2024,1,Soundview/Bruckner,Van Nest/Morris Park,1,2.2,25,1,25,23.72
2024,1,Van Nest/Morris Park,Crotona Park East,1,2.3,20,1,20,15.12
2024,1,Murray Hill,Saint George/New Brighton,1,19.14,102.77,1,102.77,38.6
2024,1,Hamilton Heights,Whitestone,1,12.9,62.44,2,62.44,32.42
2024,1,Roosevelt Island,City Island,1,14.32,77.74,1,77.74,37.37
2024,1,Flushing Meadows-Corona Park,Elmhurst,1,3.62,18.1,1,18.1,4.05
2024,1,Morrisania/Melrose,Battery Park City,1,12.1,43,1,43,59.2
2024,1,Brighton Beach,Ocean Parkway South,1,2.3,21,1,21,13.67
2024,1,Canarsie,Bayside,1,17.4,44,1,44,47.3
2024,1,Bushwick South,Midtown Center,1,6.6,39.94,1,39.94,41.65
2024,1,Lincoln Square West,Fresh Meadows,1,12.5,41.5,1,41.5,224.52
2024,1,Bay Ridge,Flatiron,1,9.9,39.94,1,39.94,73.85
2024,1,Glendale,South Ozone Park,1,0,25.5,1,25.5,24.02
2024,1,Kew Gardens Hills,Elmhurst,1,3,25,1,25,20.65
2024,1,Brownsville,Sutton Place/Turtle Bay North,1,9,52,1,52,115.38
2024,1,Schuylerville/Edgewater Park,Greenwich Village North,1,12.5,42,1,42,80.62
2024,1,Eastchester,Union Sq,1,15.3,50,1,50,91.53
2024,1,Flushing,Woodlawn/Wakefield,1,0,44.44,1,44.44,34.63
2024,1,Prospect Park,Carroll Gardens,1,2.62,26.88,2,26.88,19.18
2024,1,Two Bridges/Seward Park,Starrett City,1,9.63,65.5,1,65.5,66.03
2024,1,Randalls Island,Penn Station/Madison Sq West,1,8.42,54.29,1,54.29,31
2024,1,Bay Ridge,JFK Airport,1,17.39,99.45,2,99.45,43.73
2024,1,Long Island City/Queens Plaza,East New York,1,10.5,43,1,43,70.48
2024,1,Baisley Park,Flatbush/Ditmas Park,1,12.31,51,1,51,23.87
2024,1,Riverdale/North Riverdale/Fieldston,Van Cortlandt Village,1,2.59,17.52,1,17.52,7.15
2024,1,Meatpacking/West Village West,Maspeth,1,9.41,52.8,1,52.8,42.82
2024,1,Howard Beach,Manhattan Beach,1,9.6,58.3,1,58.3,18.32
2024,1,Seaport,Parkchester,1,13.5,47,1,47,76.4
2024,1,Bedford Park,Far Rockaway,1,6.4,67,1,67,131.12
2024,1,Allerton/Pelham Gardens,Highbridge,1,4.7,27,1,27,33.08
2024,1,Canarsie,Van Nest/Morris Park,1,4.2,35,1,35,126.33
2024,1,Outside of NYC,Richmond Hill,1,14.36,95.58,2,95.58,77.33
2024,1,Allerton/Pelham Gardens,Co-Op City,1,1,19,1,19,9.92
2024,1,Lincoln Square East,Crotona Park East,1,2.14,23.88,1,23.88,14.67
2024,1,N/A,Kingsbridge Heights,1,21.4,101.74,1,101.74,32.67
2024,1,Cypress Hills,World Trade Center,1,6.6,32,1,32,86.22
2024,1,Morningside Heights,Allerton/Pelham Gardens,1,11.26,46.5,1,46.5,25.97
2024,1,Yorkville West,Glendale,1,9.47,54.14,1,54.14,32.28
2024,1,Bloomingdale,Woodhaven,1,14.62,73.04,1,73.04,46.92
2024,1,Far Rockaway,Brighton Beach,1,13.6,57,1,57,71.98
2024,1,Kensington,Sunset Park East,1,4.4,21,1,21,29.52
2024,1,Spuyten Duyvil/Kingsbridge,Norwood,1,3,0,1,0,8.57
2024,1,Kew Gardens Hills,Times Sq/Theatre District,1,0,45.44,1,45.44,43.97
2024,1,Central Harlem North,Brooklyn Heights,1,8.9,40,1,40,55.28
2024,1,East Flatbush/Farragut,Windsor Terrace,1,5.7,41,1,41,61.83
2024,1,Starrett City,Rockaway Park,1,9.5,43.65,1,43.65,34.48
2024,1,Marble Hill,West Farms/Bronx River,1,6.08,28.3,1,28.3,19.7
2024,1,Bloomingdale,Highbridge Park,1,2.9,20.52,1,20.52,13.5
2024,1,Maspeth,Morningside Heights,1,6.7,35,1,35,85.6
2024,1,Marine Park/Mill Basin,Upper East Side North,1,18.6,52,1,52,102.38
2024,1,Randalls Island,Seaport,1,10.08,68.81,1,68.81,38
2024,1,East Flatbush/Remsen Village,Clinton Hill,1,3.7,24,1,24,32.85
2024,1,Upper West Side South,Kew Gardens Hills,1,15.5,84.24,2,84.24,44.52
2024,1,Morningside Heights,Coney Island,1,17.8,64,1,64,120.43
2024,1,Upper West Side North,Canarsie,1,21.7,68,1,68,81.42
2024,1,Gowanus,Manhattan Beach,1,7,37,1,37,33.22
2024,1,Melrose South,East New York,1,12.5,50,1,50,124.18
2024,1,Howard Beach,Kensington,1,14.1,36,1,36,48.07
2024,1,Bronxdale,Bensonhurst East,1,21.3,39,1,39,126.7
2024,1,Spuyten Duyvil/Kingsbridge,Hudson Sq,1,12.9,45.18,1,45.18,58.2
2024,1,Elmhurst/Maspeth,Ridgewood,1,3.9,30.6,1,30.6,21.32
2024,1,Jamaica,Eastchester,1,18.2,54.94,1,54.94,37.7
2024,1,Greenwich Village North,Stapleton,1,14.5,93.48,1,93.48,43.57
2024,1,Bensonhurst West,JFK Airport,1,8.67,35.6,1,35.6,10.83
2024,1,Penn Station/Madison Sq West,New Dorp/Midland Beach,1,17.5,103.22,1,103.22,40.48
2024,1,UN/Turtle Bay South,Bedford Park,1,10.5,44.4,1,44.4,18.43
2024,1,East New York/Pennsylvania Avenue,Spuyten Duyvil/Kingsbridge,1,0,70.94,1,70.94,61.77
2024,1,East Tremont,Upper West Side South,1,6.1,35,1,35,48.98
2024,1,Battery Park City,Oakwood,1,15.35,91.62,1,91.62,35.17
2024,1,Yorkville East,Co-Op City,1,12.01,63.84,1,63.84,30.93
2024,1,West Concourse,Inwood Hill Park,1,2.4,25,1,25,17.78
2024,1,Upper East Side South,Co-Op City,1,12.4,49.94,1,49.94,31.15
2024,1,Douglaston,Co-Op City,1,9.9,37,1,37,20.63
2024,1,Mount Hope,Jamaica,1,16.3,55.94,1,55.94,55.97
2024,1,Crown Heights North,Woodside,1,7.51,37.7,1,37.7,25.67
2024,1,Gramercy,South Ozone Park,1,18.8,39,1,39,124.23
2024,1,Morningside Heights,South Ozone Park,1,17,53,1,53,89.62
2024,1,Marine Park/Mill Basin,Breezy Point/Fort Tilden/Riis Beach,1,6,29.45,1,29.45,29.02
2024,1,Brownsville,East Tremont,1,25.5,57.94,1,57.94,96.08
2024,1,Inwood Hill Park,Manhattanville,1,5.72,28.3,1,28.3,17.68
2024,1,N/A,Ocean Parkway South,1,17.8,71.7,2,71.7,40.92
2024,1,Saint Michaels Cemetery/Woodside,Midtown Center,1,0,43.61,1,43.61,32.23
2024,1,Washington Heights North,Whitestone,1,0,43.94,1,43.94,35
2024,1,Upper West Side South,Canarsie,1,11.7,60,1,60,89.48
2024,1,Queens Village,Inwood,1,18.8,61.94,1,61.94,69.27
2024,1,Gramercy,Pelham Parkway,1,14.4,107.79,1,107.79,64.57
2024,1,Union Sq,Soundview/Bruckner,1,0,36,1,36,32.68
2024,1,Saint Albans,Gravesend,1,0,48,1,48,47.22
2024,1,Stuy Town/Peter Cooper Village,Hammels/Arverne,1,13.3,74,1,74,74.65
2024,1,Union Sq,Murray Hill-Queens,1,12,78.41,1,78.41,40.48
2024,1,Union Sq,Co-Op City,1,15.6,66.7,1,66.7,30.4
2024,1,Bay Ridge,Central Park,1,11.9,45,1,45,65.23
2024,1,East Harlem North,Marble Hill,1,6.4,32.1,1,32.1,19.53
2024,1,East Williamsburg,Times Sq/Theatre District,1,7.76,54.44,1,54.44,23.08
2024,1,Pelham Parkway,Bedford Park,1,2.1,21,1,21,23.08
2024,1,West Concourse,Williamsbridge/Olinville,1,7.2,28,1,28,52.95
2024,1,South Ozone Park,Sunnyside,1,9.8,38,1,38,22.57
2024,1,Bay Ridge,Two Bridges/Seward Park,1,6.1,33,1,33,41.87
2024,1,Crown Heights South,Marine Park/Mill Basin,1,0,25,1,25,30.33
2024,1,Fort Greene,Baisley Park,1,13.9,47,1,47,40.77
2024,1,Parkchester,Crown Heights North,1,16.4,51,1,51,79.17
2024,1,Arrochar/Fort Wadsworth,Outside of NYC,1,15.7,115.66,1,115.66,26.02
2024,1,Country Club,Schuylerville/Edgewater Park,1,0.6,17,1,17,6.22
2024,1,Rosedale,East Flatbush/Remsen Village,1,11.3,40,1,40,77.25
2024,1,Sunnyside,Bay Ridge,1,13.88,79.12,1,79.12,47.98
