country,iso3,region,year,religion,pct_2010,pct_2020,population_2010,population_2020,diversity_index
Kenya,KEN,Sub-Saharan Africa,2020,Other Religions,3.1,1.7,41598567,52217334,2.96
Kenya,KEN,Sub-Saharan Africa,2020,Unaffiliated,2.4,1.6,41598567,52217334,2.96
Kiribati,KIR,Asia-Pacific,2020,Christianity,97.3,97.6,108704,126099,0.55
Kiribati,KIR,Asia-Pacific,2020,Islam,0.1,0.1,108704,126099,0.55
Kiribati,KIR,Asia-Pacific,2020,Other Religions,2.5,2.2,108704,126099,0.55
Kiribati,KIR,Asia-Pacific,2020,Unaffiliated,0,0.1,108704,126099,0.55
Kosovo,XKX,Europe,2020,Christianity,6.1,5.6,1788743,1751417,1.26
Kosovo,XKX,Europe,2020,Islam,93.8,94.3,1788743,1751417,1.26
Kosovo,XKX,Europe,2020,Judaism,0,0,1788743,1751417,1.26
Kosovo,XKX,Europe,2020,Unaffiliated,0.1,0.1,1788743,1751417,1.26
Kuwait,KWT,Middle East-North Africa,2020,Buddhism,0.1,0.1,2943372,4400144,3.94
Kuwait,KWT,Middle East-North Africa,2020,Christianity,9.4,10.5,2943372,4400144,3.94
Kuwait,KWT,Middle East-North Africa,2020,Hinduism,7.4,8.5,2943372,4400144,3.94
Kuwait,KWT,Middle East-North Africa,2020,Islam,82.6,80.2,2943372,4400144,3.94
Kuwait,KWT,Middle East-North Africa,2020,Judaism,0,0,2943372,4400144,3.94
Kuwait,KWT,Middle East-North Africa,2020,Other Religions,0.3,0.3,2943372,4400144,3.94
Kuwait,KWT,Middle East-North Africa,2020,Unaffiliated,0.2,0.2,2943372,4400144,3.94
Kyrgyzstan,KGZ,Asia-Pacific,2020,Buddhism,0.1,0,5491761,6664140,1.81
Kyrgyzstan,KGZ,Asia-Pacific,2020,Christianity,7.7,5.8,5491761,6664140,1.81
Kyrgyzstan,KGZ,Asia-Pacific,2020,Hinduism,0,0,5491761,6664140,1.81
Kyrgyzstan,KGZ,Asia-Pacific,2020,Islam,90.6,91.7,5491761,6664140,1.81
Kyrgyzstan,KGZ,Asia-Pacific,2020,Judaism,0,0,5491761,6664140,1.81
Kyrgyzstan,KGZ,Asia-Pacific,2020,Other Religions,0,1.3,5491761,6664140,1.81
Kyrgyzstan,KGZ,Asia-Pacific,2020,Unaffiliated,1.6,1.2,5491761,6664140,1.81
Laos,LAO,Asia-Pacific,2020,Buddhism,64,64.2,6334194,7346533,5.49
Laos,LAO,Asia-Pacific,2020,Christianity,0.7,1.5,6334194,7346533,5.49
Laos,LAO,Asia-Pacific,2020,Islam,0.1,0,6334194,7346533,5.49
Laos,LAO,Asia-Pacific,2020,Other Religions,35.2,34.2,6334194,7346533,5.49
Laos,LAO,Asia-Pacific,2020,Unaffiliated,0.1,0.1,6334194,7346533,5.49
Latvia,LVA,Europe,2020,Buddhism,0.1,0.1,2097831,1901124,4.34
Latvia,LVA,Europe,2020,Christianity,82.9,77.3,2097831,1901124,4.34
Latvia,LVA,Europe,2020,Hinduism,0,0,2097831,1901124,4.34
Latvia,LVA,Europe,2020,Islam,0.7,0.7,2097831,1901124,4.34
Latvia,LVA,Europe,2020,Judaism,0.3,0.2,2097831,1901124,4.34
Latvia,LVA,Europe,2020,Other Religions,5,4.7,2097831,1901124,4.34
Latvia,LVA,Europe,2020,Unaffiliated,11,17,2097831,1901124,4.34
Lebanon,LBN,Middle East-North Africa,2020,Buddhism,0,0,5041288,5702398,5.38
Lebanon,LBN,Middle East-North Africa,2020,Christianity,33.8,27.9,5041288,5702398,5.38
Lebanon,LBN,Middle East-North Africa,2020,Hinduism,0,0,5041288,5702398,5.38
Lebanon,LBN,Middle East-North Africa,2020,Islam,62.3,67.8,5041288,5702398,5.38
Lebanon,LBN,Middle East-North Africa,2020,Judaism,0,0,5041288,5702398,5.38
Lebanon,LBN,Middle East-North Africa,2020,Other Religions,3.8,4.3,5041288,5702398,5.38
Lebanon,LBN,Middle East-North Africa,2020,Unaffiliated,0,0,5041288,5702398,5.38
Lesotho,LSO,Sub-Saharan Africa,2020,Buddhism,0,0,1996251,2235727,0.61
Lesotho,LSO,Sub-Saharan Africa,2020,Christianity,97.3,97.3,1996251,2235727,0.61
Lesotho,LSO,Sub-Saharan Africa,2020,Hinduism,0,0,1996251,2235727,0.61
Lesotho,LSO,Sub-Saharan Africa,2020,Islam,0.1,0.2,1996251,2235727,0.61
Lesotho,LSO,Sub-Saharan Africa,2020,Judaism,0,0,1996251,2235727,0.61
Lesotho,LSO,Sub-Saharan Africa,2020,Other Religions,1.1,0.7,1996251,2235727,0.61
Lesotho,LSO,Sub-Saharan Africa,2020,Unaffiliated,1.5,1.7,1996251,2235727,0.61
Liberia,LBR,Sub-Saharan Africa,2020,Christianity,85.7,85.2,4058890,5149464,3.01
Liberia,LBR,Sub-Saharan Africa,2020,Hinduism,0,0,4058890,5149464,3.01
Liberia,LBR,Sub-Saharan Africa,2020,Islam,12.1,12.7,4058890,5149464,3.01
Liberia,LBR,Sub-Saharan Africa,2020,Other Religions,0.7,1,4058890,5149464,3.01
Liberia,LBR,Sub-Saharan Africa,2020,Unaffiliated,1.5,1.1,4058890,5149464,3.01
Libya,LBY,Middle East-North Africa,2020,Buddhism,0.3,0.3,6497839,7045399,0.23
Libya,LBY,Middle East-North Africa,2020,Christianity,2.6,0.5,6497839,7045399,0.23
Libya,LBY,Middle East-North Africa,2020,Hinduism,0.1,0.1,6497839,7045399,0.23
Libya,LBY,Middle East-North Africa,2020,Islam,96.8,99,6497839,7045399,0.23
Libya,LBY,Middle East-North Africa,2020,Judaism,0,0,6497839,7045399,0.23
Libya,LBY,Middle East-North Africa,2020,Other Religions,0.1,0.1,6497839,7045399,0.23
Libya,LBY,Middle East-North Africa,2020,Unaffiliated,0.1,0,6497839,7045399,0.23
Lithuania,LTU,Europe,2020,Buddhism,0,0,3097720,2795765,1.7
Lithuania,LTU,Europe,2020,Christianity,92.5,92.2,3097720,2795765,1.7
Lithuania,LTU,Europe,2020,Hinduism,0,0,3097720,2795765,1.7
Lithuania,LTU,Europe,2020,Islam,0.1,0.1,3097720,2795765,1.7
Lithuania,LTU,Europe,2020,Judaism,0,0,3097720,2795765,1.7
Lithuania,LTU,Europe,2020,Other Religions,0.5,0.6,3097720,2795765,1.7
Lithuania,LTU,Europe,2020,Unaffiliated,6.8,7.1,3097720,2795765,1.7
Luxembourg,LUX,Europe,2020,Buddhism,0.1,0.5,507410,630597,5.81
Luxembourg,LUX,Europe,2020,Christianity,74.4,65.9,507410,630597,5.81
Luxembourg,LUX,Europe,2020,Hinduism,0.1,0.4,507410,630597,5.81
Luxembourg,LUX,Europe,2020,Islam,0.7,1.8,507410,630597,5.81
Luxembourg,LUX,Europe,2020,Judaism,0.2,0.5,507410,630597,5.81
Luxembourg,LUX,Europe,2020,Other Religions,4.2,5.7,507410,630597,5.81
Luxembourg,LUX,Europe,2020,Unaffiliated,20.2,25.3,507410,630597,5.81
Macao,MAC,Asia-Pacific,2020,Buddhism,19.6,19.6,562806,683067,5.76
Macao,MAC,Asia-Pacific,2020,Christianity,10.1,10.1,562806,683067,5.76
Macao,MAC,Asia-Pacific,2020,Islam,0.4,0.5,562806,683067,5.76
Macao,MAC,Asia-Pacific,2020,Other Religions,2.2,2.2,562806,683067,5.76
Macao,MAC,Asia-Pacific,2020,Unaffiliated,67.7,67.6,562806,683067,5.76
Madagascar,MDG,Sub-Saharan Africa,2020,Buddhism,0,0,22183341,28953557,4.66
Madagascar,MDG,Sub-Saharan Africa,2020,Christianity,70,74.2,22183341,28953557,4.66
Madagascar,MDG,Sub-Saharan Africa,2020,Hinduism,0.1,0.1,22183341,28953557,4.66
Madagascar,MDG,Sub-Saharan Africa,2020,Islam,0.6,1.2,22183341,28953557,4.66
Madagascar,MDG,Sub-Saharan Africa,2020,Judaism,0,0,22183341,28953557,4.66
Madagascar,MDG,Sub-Saharan Africa,2020,Other Religions,6.9,2.2,22183341,28953557,4.66
Madagascar,MDG,Sub-Saharan Africa,2020,Unaffiliated,22.5,22.3,22183341,28953557,4.66
Malawi,MWI,Sub-Saharan Africa,2020,Buddhism,0,0,14826463,19533888,2.61
Malawi,MWI,Sub-Saharan Africa,2020,Christianity,86.9,87.4,14826463,19533888,2.61
Malawi,MWI,Sub-Saharan Africa,2020,Hinduism,0.1,0.1,14826463,19533888,2.61
Malawi,MWI,Sub-Saharan Africa,2020,Islam,11.6,11.6,14826463,19533888,2.61
Malawi,MWI,Sub-Saharan Africa,2020,Judaism,0,0,14826463,19533888,2.61
Malawi,MWI,Sub-Saharan Africa,2020,Other Religions,0.4,0.1,14826463,19533888,2.61
Malawi,MWI,Sub-Saharan Africa,2020,Unaffiliated,1,0.9,14826463,19533888,2.61
Malaysia,MYS,Asia-Pacific,2020,Buddhism,19.8,18.9,28655777,33889559,6.31
Malaysia,MYS,Asia-Pacific,2020,Christianity,9.2,9.2,28655777,33889559,6.31
Malaysia,MYS,Asia-Pacific,2020,Hinduism,6.3,6.1,28655777,33889559,6.31
Malaysia,MYS,Asia-Pacific,2020,Islam,61.3,64.1,28655777,33889559,6.31
Malaysia,MYS,Asia-Pacific,2020,Other Religions,1.7,0.9,28655777,33889559,6.31
Malaysia,MYS,Asia-Pacific,2020,Unaffiliated,1.7,0.8,28655777,33889559,6.31
Maldives,MDV,Asia-Pacific,2020,Buddhism,1.3,1.3,360792,502119,1.33
Maldives,MDV,Asia-Pacific,2020,Christianity,1.6,1.6,360792,502119,1.33
Maldives,MDV,Asia-Pacific,2020,Hinduism,2.5,2.5,360792,502119,1.33
Maldives,MDV,Asia-Pacific,2020,Islam,94.1,94.1,360792,502119,1.33
Maldives,MDV,Asia-Pacific,2020,Other Religions,0.3,0.3,360792,502119,1.33
Maldives,MDV,Asia-Pacific,2020,Unaffiliated,0.1,0.1,360792,502119,1.33
Mali,MLI,Sub-Saharan Africa,2020,Christianity,3.5,2.6,15945198,21713836,1.31
Mali,MLI,Sub-Saharan Africa,2020,Islam,94,94.1,15945198,21713836,1.31
Mali,MLI,Sub-Saharan Africa,2020,Other Religions,1.1,0.8,15945198,21713836,1.31
Mali,MLI,Sub-Saharan Africa,2020,Unaffiliated,1.4,2.5,15945198,21713836,1.31
Malta,MLT,Europe,2020,Buddhism,0.1,0.6,422651,518207,2.46
Malta,MLT,Europe,2020,Christianity,97.1,88.6,422651,518207,2.46
Malta,MLT,Europe,2020,Hinduism,0.1,1.4,422651,518207,2.46
Malta,MLT,Europe,2020,Islam,0.2,3.6,422651,518207,2.46
Malta,MLT,Europe,2020,Judaism,0,0.3,422651,518207,2.46
Malta,MLT,Europe,2020,Other Religions,0.1,0.2,422651,518207,2.46
Malta,MLT,Europe,2020,Unaffiliated,2.5,5.2,422651,518207,2.46
Martinique,MTQ,Latin America-Caribbean,2020,Buddhism,0,0,397384,356615,0.9
Martinique,MTQ,Latin America-Caribbean,2020,Christianity,96.4,96,397384,356615,0.9
Martinique,MTQ,Latin America-Caribbean,2020,Hinduism,0.2,0.2,397384,356615,0.9
Martinique,MTQ,Latin America-Caribbean,2020,Islam,0.2,0.2,397384,356615,0.9
Martinique,MTQ,Latin America-Caribbean,2020,Other Religions,0.7,0.7,397384,356615,0.9
Martinique,MTQ,Latin America-Caribbean,2020,Unaffiliated,2.4,2.7,397384,356615,0.9
Mauritania,MRT,Sub-Saharan Africa,2020,Christianity,0.3,0.2,3390965,4600131,0.19
Mauritania,MRT,Sub-Saharan Africa,2020,Islam,99.1,99.2,3390965,4600131,0.19
Mauritania,MRT,Sub-Saharan Africa,2020,Judaism,0,0,3390965,4600131,0.19
Mauritania,MRT,Sub-Saharan Africa,2020,Other Religions,0.5,0.5,3390965,4600131,0.19
Mauritania,MRT,Sub-Saharan Africa,2020,Unaffiliated,0.1,0.1,3390965,4600131,0.19
Mauritius,MUS,Sub-Saharan Africa,2020,Buddhism,0.4,0.4,1282710,1283223,7.33
Mauritius,MUS,Sub-Saharan Africa,2020,Christianity,32.8,32.9,1282710,1283223,7.33
Mauritius,MUS,Sub-Saharan Africa,2020,Hinduism,48.5,48.3,1282710,1283223,7.33
Mauritius,MUS,Sub-Saharan Africa,2020,Islam,17.4,17.5,1282710,1283223,7.33
Mauritius,MUS,Sub-Saharan Africa,2020,Judaism,0,0,1282710,1283223,7.33
Mauritius,MUS,Sub-Saharan Africa,2020,Other Religions,0.2,0.2,1282710,1283223,7.33
Mauritius,MUS,Sub-Saharan Africa,2020,Unaffiliated,0.7,0.8,1282710,1283223,7.33
Mayotte,MYT,Sub-Saharan Africa,2020,Christianity,0.7,0.5,207422,284371,0.27
Mayotte,MYT,Sub-Saharan Africa,2020,Islam,98.7,98.8,207422,284371,0.27
Mayotte,MYT,Sub-Saharan Africa,2020,Other Religions,0.5,0.5,207422,284371,0.27
Mayotte,MYT,Sub-Saharan Africa,2020,Unaffiliated,0.2,0.2,207422,284371,0.27
Mexico,MEX,Latin America-Caribbean,2020,Buddhism,0,0,113623895,126799055,2.26
Mexico,MEX,Latin America-Caribbean,2020,Christianity,95,89.2,113623895,126799055,2.26
Mexico,MEX,Latin America-Caribbean,2020,Hinduism,0,0,113623895,126799055,2.26
Mexico,MEX,Latin America-Caribbean,2020,Islam,0,0,113623895,126799055,2.26
Mexico,MEX,Latin America-Caribbean,2020,Judaism,0.1,0,113623895,126799055,2.26
Mexico,MEX,Latin America-Caribbean,2020,Other Religions,0.1,0.1,113623895,126799055,2.26
Mexico,MEX,Latin America-Caribbean,2020,Unaffiliated,4.8,10.6,113623895,126799055,2.26
Moldova,MDA,Europe,2020,Buddhism,0,0,3631992,3069131,0.11
Moldova,MDA,Europe,2020,Christianity,97.9,99.5,3631992,3069131,0.11
Moldova,MDA,Europe,2020,Islam,0.1,0.2,3631992,3069131,0.11
Moldova,MDA,Europe,2020,Judaism,0,0,3631992,3069131,0.11
Moldova,MDA,Europe,2020,Other Religions,0.7,0,3631992,3069131,0.11
Moldova,MDA,Europe,2020,Unaffiliated,1.3,0.2,3631992,3069131,0.11
Mongolia,MNG,Asia-Pacific,2020,Buddhism,53.9,51.1,2701732,3290786,6.64
Mongolia,MNG,Asia-Pacific,2020,Christianity,2.1,1.3,2701732,3290786,6.64
Mongolia,MNG,Asia-Pacific,2020,Hinduism,0,0,2701732,3290786,6.64
Mongolia,MNG,Asia-Pacific,2020,Islam,3.3,3.5,2701732,3290786,6.64
Mongolia,MNG,Asia-Pacific,2020,Other Religions,3.2,3.2,2701732,3290786,6.64
Mongolia,MNG,Asia-Pacific,2020,Unaffiliated,37.4,40.8,2701732,3290786,6.64
Montenegro,MNE,Europe,2020,Christianity,77.5,76,632089,607935,4.39
Montenegro,MNE,Europe,2020,Islam,19.6,21.3,632089,607935,4.39
Montenegro,MNE,Europe,2020,Other Religions,1.6,1.5,632089,607935,4.39
Montenegro,MNE,Europe,2020,Unaffiliated,1.3,1.1,632089,607935,4.39
Morocco,MAR,Middle East-North Africa,2020,Christianity,0.1,0.1,32467016,36584208,0.08
Morocco,MAR,Middle East-North Africa,2020,Islam,99.7,99.7,32467016,36584208,0.08
Morocco,MAR,Middle East-North Africa,2020,Judaism,0,0,32467016,36584208,0.08
Morocco,MAR,Middle East-North Africa,2020,Other Religions,0.1,0.1,32467016,36584208,0.08
Morocco,MAR,Middle East-North Africa,2020,Unaffiliated,0.1,0.1,32467016,36584208,0.08
Mozambique,MOZ,Sub-Saharan Africa,2020,Buddhism,0,0,22999235,30783688,6.57
Mozambique,MOZ,Sub-Saharan Africa,2020,Christianity,56.3,61.3,22999235,30783688,6.57
Mozambique,MOZ,Sub-Saharan Africa,2020,Hinduism,0,0,22999235,30783688,6.57
Mozambique,MOZ,Sub-Saharan Africa,2020,Islam,18,19.4,22999235,30783688,6.57
Mozambique,MOZ,Sub-Saharan Africa,2020,Other Religions,6.7,4.9,22999235,30783688,6.57
Mozambique,MOZ,Sub-Saharan Africa,2020,Unaffiliated,18.9,14.3,22999235,30783688,6.57
Myanmar,MMR,Asia-Pacific,2020,Buddhism,87.6,89.1,49024382,53016522,2.36
Myanmar,MMR,Asia-Pacific,2020,Christianity,6.2,6.1,49024382,53016522,2.36
Myanmar,MMR,Asia-Pacific,2020,Hinduism,0.6,0.4,49024382,53016522,2.36
Myanmar,MMR,Asia-Pacific,2020,Islam,4.6,3.3,49024382,53016522,2.36
Myanmar,MMR,Asia-Pacific,2020,Judaism,0,0,49024382,53016522,2.36
Myanmar,MMR,Asia-Pacific,2020,Other Religions,1,1,49024382,53016522,2.36
Myanmar,MMR,Asia-Pacific,2020,Unaffiliated,0.1,0.1,49024382,53016522,2.36
Namibia,NAM,Sub-Saharan Africa,2020,Buddhism,0,0,2109811,2728762,2.05
Namibia,NAM,Sub-Saharan Africa,2020,Christianity,96.1,90.5,2109811,2728762,2.05
Namibia,NAM,Sub-Saharan Africa,2020,Hinduism,0.1,0.1,2109811,2728762,2.05
Namibia,NAM,Sub-Saharan Africa,2020,Islam,0.1,0.1,2109811,2728762,2.05
Namibia,NAM,Sub-Saharan Africa,2020,Judaism,0,0,2109811,2728762,2.05
Namibia,NAM,Sub-Saharan Africa,2020,Other Religions,3.5,3.6,2109811,2728762,2.05
Namibia,NAM,Sub-Saharan Africa,2020,Unaffiliated,0.2,5.6,2109811,2728762,2.05
Nepal,NPL,Asia-Pacific,2020,Buddhism,9,8.2,27341953,28966575,3.85
Nepal,NPL,Asia-Pacific,2020,Christianity,1.4,1.8,27341953,28966575,3.85
Nepal,NPL,Asia-Pacific,2020,Hinduism,81.5,81.2,27341953,28966575,3.85
Nepal,NPL,Asia-Pacific,2020,Islam,4.4,5.1,27341953,28966575,3.85
Nepal,NPL,Asia-Pacific,2020,Other Religions,3.6,3.8,27341953,28966575,3.85
Nepal,NPL,Asia-Pacific,2020,Unaffiliated,0,0,27341953,28966575,3.85
Netherlands,NLD,Europe,2020,Buddhism,0.2,0.3,16771235,17636731,6.76
Netherlands,NLD,Europe,2020,Christianity,42.7,35.1,16771235,17636731,6.76
Netherlands,NLD,Europe,2020,Hinduism,0.5,0.6,16771235,17636731,6.76
Netherlands,NLD,Europe,2020,Islam,5,5.5,16771235,17636731,6.76
Netherlands,NLD,Europe,2020,Judaism,0.2,0.2,16771235,17636731,6.76
Netherlands,NLD,Europe,2020,Other Religions,5.8,4.2,16771235,17636731,6.76
Netherlands,NLD,Europe,2020,Unaffiliated,45.5,54.1,16771235,17636731,6.76
New Caledonia,NCL,Asia-Pacific,2020,Buddhism,0.6,0.6,261582,284177,3.08
New Caledonia,NCL,Asia-Pacific,2020,Christianity,85.6,85.1,261582,284177,3.08
New Caledonia,NCL,Asia-Pacific,2020,Islam,2.8,2.8,261582,284177,3.08
New Caledonia,NCL,Asia-Pacific,2020,Judaism,0,0,261582,284177,3.08
New Caledonia,NCL,Asia-Pacific,2020,Other Religions,1,1,261582,284177,3.08
New Caledonia,NCL,Asia-Pacific,2020,Unaffiliated,10,10.5,261582,284177,3.08
New Zealand,NZL,Asia-Pacific,2020,Buddhism,1.5,1.2,4347771,5069895,6.67
New Zealand,NZL,Asia-Pacific,2020,Christianity,49.1,40.3,4347771,5069895,6.67
New Zealand,NZL,Asia-Pacific,2020,Hinduism,2.3,2.8,4347771,5069895,6.67
New Zealand,NZL,Asia-Pacific,2020,Islam,1.2,1.4,4347771,5069895,6.67
New Zealand,NZL,Asia-Pacific,2020,Judaism,0.1,0.1,4347771,5069895,6.67
New Zealand,NZL,Asia-Pacific,2020,Other Religions,1.5,2.9,4347771,5069895,6.67
New Zealand,NZL,Asia-Pacific,2020,Unaffiliated,44.2,51.4,4347771,5069895,6.67
Nicaragua,NIC,Latin America-Caribbean,2020,Buddhism,0,0,5737450,6565267,3.07
Nicaragua,NIC,Latin America-Caribbean,2020,Christianity,86.9,84.8,5737450,6565267,3.07
Nicaragua,NIC,Latin America-Caribbean,2020,Islam,0,0,5737450,6565267,3.07
Nicaragua,NIC,Latin America-Caribbean,2020,Judaism,0,0,5737450,6565267,3.07
Nicaragua,NIC,Latin America-Caribbean,2020,Other Religions,0.6,1.9,5737450,6565267,3.07
Nicaragua,NIC,Latin America-Caribbean,2020,Unaffiliated,12.5,13.3,5737450,6565267,3.07
Niger,NER,Sub-Saharan Africa,2020,Christianity,1.1,0.6,16548835,23717614,0.43
Niger,NER,Sub-Saharan Africa,2020,Islam,98.6,98.1,16548835,23717614,0.43
Niger,NER,Sub-Saharan Africa,2020,Other Religions,0.1,0.1,16548835,23717614,0.43
Niger,NER,Sub-Saharan Africa,2020,Unaffiliated,0.2,1.2,16548835,23717614,0.43
Nigeria,NGA,Sub-Saharan Africa,2020,Buddhism,0,0,166642886,213996181,5.81
Nigeria,NGA,Sub-Saharan Africa,2020,Christianity,44.4,43.4,166642886,213996181,5.81
Nigeria,NGA,Sub-Saharan Africa,2020,Hinduism,0,0,166642886,213996181,5.81
Nigeria,NGA,Sub-Saharan Africa,2020,Islam,54.5,56.1,166642886,213996181,5.81
Nigeria,NGA,Sub-Saharan Africa,2020,Judaism,0,0,166642886,213996181,5.81
Nigeria,NGA,Sub-Saharan Africa,2020,Other Religions,0.6,0.2,166642886,213996181,5.81
Nigeria,NGA,Sub-Saharan Africa,2020,Unaffiliated,0.4,0.4,166642886,213996181,5.81
North Korea,PRK,Asia-Pacific,2020,Buddhism,1.5,1.5,24987259,26136312,4.73
North Korea,PRK,Asia-Pacific,2020,Christianity,0.4,0.4,24987259,26136312,4.73
North Korea,PRK,Asia-Pacific,2020,Hinduism,0,0,24987259,26136312,4.73
North Korea,PRK,Asia-Pacific,2020,Islam,0,0,24987259,26136312,4.73
North Korea,PRK,Asia-Pacific,2020,Other Religions,25.2,25.2,24987259,26136312,4.73
North Korea,PRK,Asia-Pacific,2020,Unaffiliated,72.9,72.9,24987259,26136312,4.73
North Macedonia,MKD,Europe,2020,Buddhism,0,0,2051505,1872016,5.38
North Macedonia,MKD,Europe,2020,Christianity,65.2,64.7,2051505,1872016,5.38
North Macedonia,MKD,Europe,2020,Islam,33.3,34.7,2051505,1872016,5.38
North Macedonia,MKD,Europe,2020,Judaism,0,0,2051505,1872016,5.38
North Macedonia,MKD,Europe,2020,Other Religions,0,0.1,2051505,1872016,5.38
North Macedonia,MKD,Europe,2020,Unaffiliated,1.4,0.5,2051505,1872016,5.38
Norway,NOR,Europe,2020,Buddhism,0.5,0.7,4889162,5379274,5.11
Norway,NOR,Europe,2020,Christianity,78.8,71.4,4889162,5379274,5.11
Norway,NOR,Europe,2020,Hinduism,0.2,0.2,4889162,5379274,5.11
Norway,NOR,Europe,2020,Islam,2.5,4.1,4889162,5379274,5.11
Norway,NOR,Europe,2020,Judaism,0.1,0.1,4889162,5379274,5.11
Norway,NOR,Europe,2020,Other Religions,3.2,1,4889162,5379274,5.11
Norway,NOR,Europe,2020,Unaffiliated,14.7,22.5,4889162,5379274,5.11
Oman,OMN,Middle East-North Africa,2020,Buddhism,0.1,0.1,2757446,4522497,3.68
Oman,OMN,Middle East-North Africa,2020,Christianity,4.4,8.1,2757446,4522497,3.68
Oman,OMN,Middle East-North Africa,2020,Hinduism,5.2,9.5,2757446,4522497,3.68
Oman,OMN,Middle East-North Africa,2020,Islam,90.1,81.8,2757446,4522497,3.68
Oman,OMN,Middle East-North Africa,2020,Judaism,0,0,2757446,4522497,3.68
Oman,OMN,Middle East-North Africa,2020,Other Religions,0.2,0.4,2757446,4522497,3.68
Oman,OMN,Middle East-North Africa,2020,Unaffiliated,0.1,0.1,2757446,4522497,3.68
Pakistan,PAK,Asia-Pacific,2020,Buddhism,0,0,199239047,235001746,0.79
Pakistan,PAK,Asia-Pacific,2020,Christianity,1.5,1.3,199239047,235001746,0.79
Pakistan,PAK,Asia-Pacific,2020,Hinduism,1.8,2.1,199239047,235001746,0.79
Pakistan,PAK,Asia-Pacific,2020,Islam,96.7,96.5,199239047,235001746,0.79
Pakistan,PAK,Asia-Pacific,2020,Judaism,0,0,199239047,235001746,0.79
Pakistan,PAK,Asia-Pacific,2020,Other Religions,0,0,199239047,235001746,0.79
Pakistan,PAK,Asia-Pacific,2020,Unaffiliated,0,0,199239047,235001746,0.79
Palestinian territories,PSE,Middle East-North Africa,2020,Christianity,1.2,1,4016916,5069692,0.24
Palestinian territories,PSE,Middle East-North Africa,2020,Islam,98.8,99,4016916,5069692,0.24
Palestinian territories,PSE,Middle East-North Africa,2020,Other Religions,0,0,4016916,5069692,0.24
Panama,PAN,Latin America-Caribbean,2020,Buddhism,0.1,0.2,3628535,4293261,1.92
Panama,PAN,Latin America-Caribbean,2020,Christianity,93.1,91.2,3628535,4293261,1.92
Panama,PAN,Latin America-Caribbean,2020,Hinduism,0.1,0.1,3628535,4293261,1.92
Panama,PAN,Latin America-Caribbean,2020,Islam,0,0.1,3628535,4293261,1.92
Panama,PAN,Latin America-Caribbean,2020,Judaism,0.2,0.2,3628535,4293261,1.92
Panama,PAN,Latin America-Caribbean,2020,Other Religions,0.4,2.1,3628535,4293261,1.92
Panama,PAN,Latin America-Caribbean,2020,Unaffiliated,6,6.2,3628535,4293261,1.92
Papua New Guinea,PNG,Asia-Pacific,2020,Buddhism,0,0,7633523,9815746,0.21
Papua New Guinea,PNG,Asia-Pacific,2020,Christianity,99.5,99.1,7633523,9815746,0.21
Papua New Guinea,PNG,Asia-Pacific,2020,Hinduism,0,0,7633523,9815746,0.21
Papua New Guinea,PNG,Asia-Pacific,2020,Islam,0.1,0.1,7633523,9815746,0.21
Papua New Guinea,PNG,Asia-Pacific,2020,Judaism,0,0,7633523,9815746,0.21
Papua New Guinea,PNG,Asia-Pacific,2020,Other Religions,0,0.5,7633523,9815746,0.21
Papua New Guinea,PNG,Asia-Pacific,2020,Unaffiliated,0.4,0.3,7633523,9815746,0.21
Paraguay,PRY,Latin America-Caribbean,2020,Buddhism,0,0,5737972,6603740,1.43
Paraguay,PRY,Latin America-Caribbean,2020,Christianity,96.8,93.5,5737972,6603740,1.43
Paraguay,PRY,Latin America-Caribbean,2020,Islam,0,0,5737972,6603740,1.43
Paraguay,PRY,Latin America-Caribbean,2020,Judaism,0,0,5737972,6603740,1.43
Paraguay,PRY,Latin America-Caribbean,2020,Other Religions,2.7,2.2,5737972,6603740,1.43
Paraguay,PRY,Latin America-Caribbean,2020,Unaffiliated,0.5,4.2,5737972,6603740,1.43
Peru,PER,Latin America-Caribbean,2020,Buddhism,0,0,29086020,32838580,1.22
Peru,PER,Latin America-Caribbean,2020,Christianity,93.9,94.5,29086020,32838580,1.22
Peru,PER,Latin America-Caribbean,2020,Hinduism,0,0,29086020,32838580,1.22
Peru,PER,Latin America-Caribbean,2020,Islam,0,0,29086020,32838580,1.22
Peru,PER,Latin America-Caribbean,2020,Judaism,0,0,29086020,32838580,1.22
Peru,PER,Latin America-Caribbean,2020,Other Religions,3.2,0.3,29086020,32838580,1.22
Peru,PER,Latin America-Caribbean,2020,Unaffiliated,2.8,5.1,29086020,32838580,1.22
Philippines,PHL,Asia-Pacific,2020,Buddhism,0,0,96337125,112081264,1.85
Philippines,PHL,Asia-Pacific,2020,Christianity,91.8,91.5,96337125,112081264,1.85
Philippines,PHL,Asia-Pacific,2020,Hinduism,0,0,96337125,112081264,1.85
Philippines,PHL,Asia-Pacific,2020,Islam,5.6,6.5,96337125,112081264,1.85
Philippines,PHL,Asia-Pacific,2020,Judaism,0,0,96337125,112081264,1.85
Philippines,PHL,Asia-Pacific,2020,Other Religions,2.5,2,96337125,112081264,1.85
Philippines,PHL,Asia-Pacific,2020,Unaffiliated,0.1,0,96337125,112081264,1.85
Poland,POL,Europe,2020,Buddhism,0,0,38095352,38171012,1.88
Poland,POL,Europe,2020,Christianity,97.3,91.2,38095352,38171012,1.88
Poland,POL,Europe,2020,Hinduism,0,0,38095352,38171012,1.88
