country,iso3,region,year,religion,pct_2010,pct_2020,population_2010,population_2020,diversity_index
Argentina,ARG,Latin America-Caribbean,2020,Other Religions,0.7,1,41288694,45191965,2.44
Argentina,ARG,Latin America-Caribbean,2020,Unaffiliated,9.7,9.2,41288694,45191965,2.44
Armenia,ARM,Asia-Pacific,2020,Buddhism,0,0,2931078,2890893,0.62
Armenia,ARM,Asia-Pacific,2020,Christianity,97.5,97.3,2931078,2890893,0.62
Armenia,ARM,Asia-Pacific,2020,Hinduism,0,0,2931078,2890893,0.62
Armenia,ARM,Asia-Pacific,2020,Islam,0,0.3,2931078,2890893,0.62
Armenia,ARM,Asia-Pacific,2020,Judaism,0,0,2931078,2890893,0.62
Armenia,ARM,Asia-Pacific,2020,Other Religions,1.2,1.2,2931078,2890893,0.62
Armenia,ARM,Asia-Pacific,2020,Unaffiliated,1.2,1.2,2931078,2890893,0.62
Aruba,ABW,Latin America-Caribbean,2020,Buddhism,0.5,0.5,100114,107401,3.75
Aruba,ABW,Latin America-Caribbean,2020,Christianity,82.2,81.4,100114,107401,3.75
Aruba,ABW,Latin America-Caribbean,2020,Hinduism,0.2,0.3,100114,107401,3.75
Aruba,ABW,Latin America-Caribbean,2020,Islam,0.2,0.3,100114,107401,3.75
Aruba,ABW,Latin America-Caribbean,2020,Judaism,0.4,0.4,100114,107401,3.75
Aruba,ABW,Latin America-Caribbean,2020,Other Religions,10.9,11.2,100114,107401,3.75
Aruba,ABW,Latin America-Caribbean,2020,Unaffiliated,5.6,5.9,100114,107401,3.75
Australia,AUS,Asia-Pacific,2020,Buddhism,2.7,2.6,22141581,25743791,6.99
Australia,AUS,Asia-Pacific,2020,Christianity,67.1,46.8,22141581,25743791,6.99
Australia,AUS,Asia-Pacific,2020,Hinduism,1.4,3,22141581,25743791,6.99
Australia,AUS,Asia-Pacific,2020,Islam,2.5,3.5,22141581,25743791,6.99
Australia,AUS,Asia-Pacific,2020,Judaism,0.5,0.4,22141581,25743791,6.99
Australia,AUS,Asia-Pacific,2020,Other Religions,0.9,1.4,22141581,25743791,6.99
Australia,AUS,Asia-Pacific,2020,Unaffiliated,24.9,42.3,22141581,25743791,6.99
Austria,AUT,Europe,2020,Buddhism,0.2,0.3,8365092,8921405,5.58
Austria,AUT,Europe,2020,Christianity,80.4,68.2,8365092,8921405,5.58
Austria,AUT,Europe,2020,Hinduism,0.1,0.1,8365092,8921405,5.58
Austria,AUT,Europe,2020,Islam,5.4,8.3,8365092,8921405,5.58
Austria,AUT,Europe,2020,Judaism,0.2,0.1,8365092,8921405,5.58
Austria,AUT,Europe,2020,Other Religions,0.2,0.6,8365092,8921405,5.58
Austria,AUT,Europe,2020,Unaffiliated,13.5,22.4,8365092,8921405,5.58
Azerbaijan,AZE,Asia-Pacific,2020,Buddhism,0,0,9146851,10181730,1.17
Azerbaijan,AZE,Asia-Pacific,2020,Christianity,1.6,0.4,9146851,10181730,1.17
Azerbaijan,AZE,Asia-Pacific,2020,Hinduism,0,0,9146851,10181730,1.17
Azerbaijan,AZE,Asia-Pacific,2020,Islam,97.1,94.7,9146851,10181730,1.17
Azerbaijan,AZE,Asia-Pacific,2020,Judaism,0.2,0.1,9146851,10181730,1.17
Azerbaijan,AZE,Asia-Pacific,2020,Unaffiliated,1.1,4.8,9146851,10181730,1.17
Bahamas,BHS,Latin America-Caribbean,2020,Christianity,97.5,97.6,367478,395863,0.55
Bahamas,BHS,Latin America-Caribbean,2020,Hinduism,0.1,0.1,367478,395863,0.55
Bahamas,BHS,Latin America-Caribbean,2020,Islam,0.1,0.1,367478,395863,0.55
Bahamas,BHS,Latin America-Caribbean,2020,Judaism,0.1,0,367478,395863,0.55
Bahamas,BHS,Latin America-Caribbean,2020,Other Religions,0.3,0.3,367478,395863,0.55
Bahamas,BHS,Latin America-Caribbean,2020,Unaffiliated,1.9,1.9,367478,395863,0.55
Bahrain,BHR,Middle East-North Africa,2020,Buddhism,0.2,0.2,1213244,1483077,4.91
Bahrain,BHR,Middle East-North Africa,2020,Christianity,15.7,13.7,1213244,1483077,4.91
Bahrain,BHR,Middle East-North Africa,2020,Hinduism,12.9,11.2,1213244,1483077,4.91
Bahrain,BHR,Middle East-North Africa,2020,Islam,70.2,74,1213244,1483077,4.91
Bahrain,BHR,Middle East-North Africa,2020,Judaism,0,0,1213244,1483077,4.91
Bahrain,BHR,Middle East-North Africa,2020,Other Religions,0.6,0.6,1213244,1483077,4.91
Bahrain,BHR,Middle East-North Africa,2020,Unaffiliated,0.4,0.3,1213244,1483077,4.91
Bangladesh,BGD,Asia-Pacific,2020,Buddhism,0.6,0.6,152201982,166298024,1.92
Bangladesh,BGD,Asia-Pacific,2020,Christianity,0.3,0.3,152201982,166298024,1.92
Bangladesh,BGD,Asia-Pacific,2020,Hinduism,8.6,7.9,152201982,166298024,1.92
Bangladesh,BGD,Asia-Pacific,2020,Islam,90.4,91.1,152201982,166298024,1.92
Bangladesh,BGD,Asia-Pacific,2020,Other Religions,0.1,0.1,152201982,166298024,1.92
Barbados,BRB,Latin America-Caribbean,2020,Buddhism,0.1,0.1,275244,281698,4.21
Barbados,BRB,Latin America-Caribbean,2020,Christianity,76.6,77.3,275244,281698,4.21
Barbados,BRB,Latin America-Caribbean,2020,Hinduism,0.5,0.5,275244,281698,4.21
Barbados,BRB,Latin America-Caribbean,2020,Islam,0.7,0.7,275244,281698,4.21
Barbados,BRB,Latin America-Caribbean,2020,Judaism,0,0,275244,281698,4.21
Barbados,BRB,Latin America-Caribbean,2020,Other Religions,1.3,1.2,275244,281698,4.21
Barbados,BRB,Latin America-Caribbean,2020,Unaffiliated,20.8,20.1,275244,281698,4.21
Belarus,BLR,Europe,2020,Buddhism,0,0,9490752,9350944,2.99
Belarus,BLR,Europe,2020,Christianity,93.8,85.1,9490752,9350944,2.99
Belarus,BLR,Europe,2020,Hinduism,0,0,9490752,9350944,2.99
Belarus,BLR,Europe,2020,Islam,0.3,0.3,9490752,9350944,2.99
Belarus,BLR,Europe,2020,Judaism,0.1,0.1,9490752,9350944,2.99
Belarus,BLR,Europe,2020,Other Religions,0.7,0.7,9490752,9350944,2.99
Belarus,BLR,Europe,2020,Unaffiliated,5,13.8,9490752,9350944,2.99
Belgium,BEL,Europe,2020,Buddhism,0.1,0.2,10936626,11540107,6.8
Belgium,BEL,Europe,2020,Christianity,61.1,51,10936626,11540107,6.8
Belgium,BEL,Europe,2020,Hinduism,0.1,0.2,10936626,11540107,6.8
Belgium,BEL,Europe,2020,Islam,5.1,6.8,10936626,11540107,6.8
Belgium,BEL,Europe,2020,Judaism,0.3,0.3,10936626,11540107,6.8
Belgium,BEL,Europe,2020,Other Religions,1.2,2.6,10936626,11540107,6.8
Belgium,BEL,Europe,2020,Unaffiliated,32,39,10936626,11540107,6.8
Belize,BLZ,Latin America-Caribbean,2020,Buddhism,0.3,0.3,320245,390812,4.83
Belize,BLZ,Latin America-Caribbean,2020,Christianity,74,74.4,320245,390812,4.83
Belize,BLZ,Latin America-Caribbean,2020,Hinduism,0.2,0.2,320245,390812,4.83
Belize,BLZ,Latin America-Caribbean,2020,Islam,0.2,0.2,320245,390812,4.83
Belize,BLZ,Latin America-Caribbean,2020,Judaism,0.2,0.2,320245,390812,4.83
Belize,BLZ,Latin America-Caribbean,2020,Other Religions,9.1,9.2,320245,390812,4.83
Belize,BLZ,Latin America-Caribbean,2020,Unaffiliated,16,15.6,320245,390812,4.83
Benin,BEN,Sub-Saharan Africa,2020,Buddhism,0,0,9797484,13070169,7.05
Benin,BEN,Sub-Saharan Africa,2020,Christianity,58.3,53.2,9797484,13070169,7.05
Benin,BEN,Sub-Saharan Africa,2020,Hinduism,0,0,9797484,13070169,7.05
Benin,BEN,Sub-Saharan Africa,2020,Islam,23.5,31.4,9797484,13070169,7.05
Benin,BEN,Sub-Saharan Africa,2020,Judaism,0,0,9797484,13070169,7.05
Benin,BEN,Sub-Saharan Africa,2020,Other Religions,13.8,10.5,9797484,13070169,7.05
Benin,BEN,Sub-Saharan Africa,2020,Unaffiliated,4.4,4.9,9797484,13070169,7.05
Bhutan,BTN,Asia-Pacific,2020,Buddhism,74.7,74.7,701632,770006,4.55
Bhutan,BTN,Asia-Pacific,2020,Christianity,0.5,0.6,701632,770006,4.55
Bhutan,BTN,Asia-Pacific,2020,Hinduism,22.6,22.5,701632,770006,4.55
Bhutan,BTN,Asia-Pacific,2020,Islam,0.2,0.2,701632,770006,4.55
Bhutan,BTN,Asia-Pacific,2020,Judaism,0,0,701632,770006,4.55
Bhutan,BTN,Asia-Pacific,2020,Other Religions,1.9,1.9,701632,770006,4.55
Bhutan,BTN,Asia-Pacific,2020,Unaffiliated,0,0,701632,770006,4.55
Bolivia,BOL,Latin America-Caribbean,2020,Buddhism,0,0,10182345,11816300,2.33
Bolivia,BOL,Latin America-Caribbean,2020,Christianity,95.7,88.9,10182345,11816300,2.33
Bolivia,BOL,Latin America-Caribbean,2020,Hinduism,0,0,10182345,11816300,2.33
Bolivia,BOL,Latin America-Caribbean,2020,Islam,0,0,10182345,11816300,2.33
Bolivia,BOL,Latin America-Caribbean,2020,Judaism,0,0,10182345,11816300,2.33
Bolivia,BOL,Latin America-Caribbean,2020,Other Religions,0.2,1.5,10182345,11816300,2.33
Bolivia,BOL,Latin America-Caribbean,2020,Unaffiliated,4,9.5,10182345,11816300,2.33
Bosnia-Herzegovina,BIH,Europe,2020,Buddhism,0,0,3811472,3299350,5.98
Bosnia-Herzegovina,BIH,Europe,2020,Christianity,46.5,44.7,3811472,3299350,5.98
Bosnia-Herzegovina,BIH,Europe,2020,Islam,51.3,53.6,3811472,3299350,5.98
Bosnia-Herzegovina,BIH,Europe,2020,Judaism,0,0,3811472,3299350,5.98
Bosnia-Herzegovina,BIH,Europe,2020,Other Religions,1.1,0.6,3811472,3299350,5.98
Bosnia-Herzegovina,BIH,Europe,2020,Unaffiliated,1.1,1,3811472,3299350,5.98
Botswana,BWA,Sub-Saharan Africa,2020,Buddhism,0.2,0.2,2033111,2365894,3.51
Botswana,BWA,Sub-Saharan Africa,2020,Christianity,80.5,82.3,2033111,2365894,3.51
Botswana,BWA,Sub-Saharan Africa,2020,Hinduism,0.1,0.1,2033111,2365894,3.51
Botswana,BWA,Sub-Saharan Africa,2020,Islam,0.7,0.3,2033111,2365894,3.51
Botswana,BWA,Sub-Saharan Africa,2020,Judaism,0,0,2033111,2365894,3.51
Botswana,BWA,Sub-Saharan Africa,2020,Other Religions,3.8,2.3,2033111,2365894,3.51
Botswana,BWA,Sub-Saharan Africa,2020,Unaffiliated,14.7,14.7,2033111,2365894,3.51
Brazil,BRA,Latin America-Caribbean,2020,Buddhism,0.1,0.1,193701930,208660843,3.83
Brazil,BRA,Latin America-Caribbean,2020,Christianity,89.2,80.7,193701930,208660843,3.83
Brazil,BRA,Latin America-Caribbean,2020,Hinduism,0,0,193701930,208660843,3.83
Brazil,BRA,Latin America-Caribbean,2020,Islam,0,0,193701930,208660843,3.83
Brazil,BRA,Latin America-Caribbean,2020,Judaism,0.1,0,193701930,208660843,3.83
Brazil,BRA,Latin America-Caribbean,2020,Other Religions,2.5,5.7,193701930,208660843,3.83
Brazil,BRA,Latin America-Caribbean,2020,Unaffiliated,8.1,13.5,193701930,208660843,3.83
Brunei,BRN,Asia-Pacific,2020,Buddhism,7.8,6.3,392332,447404,3.68
Brunei,BRN,Asia-Pacific,2020,Christianity,8.7,6.7,392332,447404,3.68
Brunei,BRN,Asia-Pacific,2020,Hinduism,1.3,1.3,392332,447404,3.68
Brunei,BRN,Asia-Pacific,2020,Islam,78.8,82.2,392332,447404,3.68
Brunei,BRN,Asia-Pacific,2020,Other Religions,3.2,3.4,392332,447404,3.68
Brunei,BRN,Asia-Pacific,2020,Unaffiliated,0.2,0.2,392332,447404,3.68
Bulgaria,BGR,Europe,2020,Buddhism,0,0,7437599,6933652,4.05
Bulgaria,BGR,Europe,2020,Christianity,81.4,79.5,7437599,6933652,4.05
Bulgaria,BGR,Europe,2020,Hinduism,0,0,7437599,6933652,4.05
Bulgaria,BGR,Europe,2020,Islam,10,10.3,7437599,6933652,4.05
Bulgaria,BGR,Europe,2020,Judaism,0,0,7437599,6933652,4.05
Bulgaria,BGR,Europe,2020,Other Religions,0.1,0.1,7437599,6933652,4.05
Bulgaria,BGR,Europe,2020,Unaffiliated,8.4,10,7437599,6933652,4.05
Burkina Faso,BFA,Sub-Saharan Africa,2020,Buddhism,0,0,16176498,21478690,5.43
Burkina Faso,BFA,Sub-Saharan Africa,2020,Christianity,26.6,28,16176498,21478690,5.43
Burkina Faso,BFA,Sub-Saharan Africa,2020,Hinduism,0,0,16176498,21478690,5.43
Burkina Faso,BFA,Sub-Saharan Africa,2020,Islam,64.3,67.4,16176498,21478690,5.43
Burkina Faso,BFA,Sub-Saharan Africa,2020,Other Religions,8.4,4,16176498,21478690,5.43
Burkina Faso,BFA,Sub-Saharan Africa,2020,Unaffiliated,0.6,0.6,16176498,21478690,5.43
Burundi,BDI,Sub-Saharan Africa,2020,Buddhism,0,0,9376445,12617036,1.13
Burundi,BDI,Sub-Saharan Africa,2020,Christianity,95.4,95,9376445,12617036,1.13
Burundi,BDI,Sub-Saharan Africa,2020,Hinduism,0,0,9376445,12617036,1.13
Burundi,BDI,Sub-Saharan Africa,2020,Islam,2.1,3,9376445,12617036,1.13
Burundi,BDI,Sub-Saharan Africa,2020,Judaism,0,0,9376445,12617036,1.13
Burundi,BDI,Sub-Saharan Africa,2020,Other Religions,0.7,0.8,9376445,12617036,1.13
Burundi,BDI,Sub-Saharan Africa,2020,Unaffiliated,1.9,1.3,9376445,12617036,1.13
Cambodia,KHM,Asia-Pacific,2020,Buddhism,96.9,97.1,14500726,16725474,0.66
Cambodia,KHM,Asia-Pacific,2020,Christianity,0.4,0.3,14500726,16725474,0.66
Cambodia,KHM,Asia-Pacific,2020,Hinduism,0,0,14500726,16725474,0.66
Cambodia,KHM,Asia-Pacific,2020,Islam,1.9,2,14500726,16725474,0.66
Cambodia,KHM,Asia-Pacific,2020,Other Religions,0.7,0.5,14500726,16725474,0.66
Cambodia,KHM,Asia-Pacific,2020,Unaffiliated,0.1,0.1,14500726,16725474,0.66
Cameroon,CMR,Sub-Saharan Africa,2020,Buddhism,0,0,19668066,26210558,5.22
Cameroon,CMR,Sub-Saharan Africa,2020,Christianity,71.7,69.8,19668066,26210558,5.22
Cameroon,CMR,Sub-Saharan Africa,2020,Hinduism,0,0,19668066,26210558,5.22
Cameroon,CMR,Sub-Saharan Africa,2020,Islam,21.3,25.2,19668066,26210558,5.22
Cameroon,CMR,Sub-Saharan Africa,2020,Judaism,0,0,19668066,26210558,5.22
Cameroon,CMR,Sub-Saharan Africa,2020,Other Religions,3.9,2.9,19668066,26210558,5.22
Cameroon,CMR,Sub-Saharan Africa,2020,Unaffiliated,3.1,2.1,19668066,26210558,5.22
Canada,CAN,North America,2020,Buddhism,1.1,1.7,34196899,38171902,6.91
Canada,CAN,North America,2020,Christianity,67.2,53.3,34196899,38171902,6.91
Canada,CAN,North America,2020,Hinduism,1.6,1.5,34196899,38171902,6.91
Canada,CAN,North America,2020,Islam,3.2,4.9,34196899,38171902,6.91
Canada,CAN,North America,2020,Judaism,1,0.9,34196899,38171902,6.91
Canada,CAN,North America,2020,Other Religions,2,3,34196899,38171902,6.91
Canada,CAN,North America,2020,Unaffiliated,23.9,34.6,34196899,38171902,6.91
Cape Verde,CPV,Sub-Saharan Africa,2020,Buddhism,0,0,509785,514680,4.02
Cape Verde,CPV,Sub-Saharan Africa,2020,Christianity,85.7,78.3,509785,514680,4.02
Cape Verde,CPV,Sub-Saharan Africa,2020,Hinduism,0,0,509785,514680,4.02
Cape Verde,CPV,Sub-Saharan Africa,2020,Islam,0.3,0.3,509785,514680,4.02
Cape Verde,CPV,Sub-Saharan Africa,2020,Judaism,0,0,509785,514680,4.02
Cape Verde,CPV,Sub-Saharan Africa,2020,Other Religions,0.4,0.8,509785,514680,4.02
Cape Verde,CPV,Sub-Saharan Africa,2020,Unaffiliated,13.6,20.6,509785,514680,4.02
Central African Republic,CAF,Sub-Saharan Africa,2020,Buddhism,0,0,4492996,5026629,2.02
Central African Republic,CAF,Sub-Saharan Africa,2020,Christianity,89.8,90.7,4492996,5026629,2.02
Central African Republic,CAF,Sub-Saharan Africa,2020,Hinduism,0,0,4492996,5026629,2.02
Central African Republic,CAF,Sub-Saharan Africa,2020,Islam,8.4,6.2,4492996,5026629,2.02
Central African Republic,CAF,Sub-Saharan Africa,2020,Judaism,0,0,4492996,5026629,2.02
Central African Republic,CAF,Sub-Saharan Africa,2020,Other Religions,0.8,2.6,4492996,5026629,2.02
Central African Republic,CAF,Sub-Saharan Africa,2020,Unaffiliated,1,0.5,4492996,5026629,2.02
Chad,TCD,Sub-Saharan Africa,2020,Buddhism,0,0,12312575,17224679,6.18
Chad,TCD,Sub-Saharan Africa,2020,Christianity,39.5,38.9,12312575,17224679,6.18
Chad,TCD,Sub-Saharan Africa,2020,Hinduism,0,0,12312575,17224679,6.18
Chad,TCD,Sub-Saharan Africa,2020,Islam,57.3,56.4,12312575,17224679,6.18
Chad,TCD,Sub-Saharan Africa,2020,Other Religions,0.5,1.6,12312575,17224679,6.18
Chad,TCD,Sub-Saharan Africa,2020,Unaffiliated,2.7,3.1,12312575,17224679,6.18
Channel Islands,---,Europe,2020,Buddhism,0,0,158620,166236,2.96
Channel Islands,---,Europe,2020,Christianity,85.4,85.2,158620,166236,2.96
Channel Islands,---,Europe,2020,Hinduism,0.1,0.1,158620,166236,2.96
Channel Islands,---,Europe,2020,Islam,0.1,0.1,158620,166236,2.96
Channel Islands,---,Europe,2020,Judaism,0.1,0.1,158620,166236,2.96
Channel Islands,---,Europe,2020,Other Religions,0.3,0.3,158620,166236,2.96
Channel Islands,---,Europe,2020,Unaffiliated,14.1,14.2,158620,166236,2.96
Chile,CHL,Latin America-Caribbean,2020,Buddhism,0,0,17181464,19370624,5.15
Chile,CHL,Latin America-Caribbean,2020,Christianity,86,68.3,17181464,19370624,5.15
Chile,CHL,Latin America-Caribbean,2020,Hinduism,0,0,17181464,19370624,5.15
Chile,CHL,Latin America-Caribbean,2020,Islam,0,0.1,17181464,19370624,5.15
Chile,CHL,Latin America-Caribbean,2020,Judaism,0.2,0.1,17181464,19370624,5.15
Chile,CHL,Latin America-Caribbean,2020,Other Religions,0.2,1.2,17181464,19370624,5.15
Chile,CHL,Latin America-Caribbean,2020,Unaffiliated,13.6,30.3,17181464,19370624,5.15
China,CHN,Asia-Pacific,2020,Buddhism,5.6,3.7,1351561514,1426106093,2.26
China,CHN,Asia-Pacific,2020,Christianity,2.3,1.8,1351561514,1426106093,2.26
China,CHN,Asia-Pacific,2020,Hinduism,0,0,1351561514,1426106093,2.26
China,CHN,Asia-Pacific,2020,Islam,1.5,1.8,1351561514,1426106093,2.26
China,CHN,Asia-Pacific,2020,Judaism,0,0,1351561514,1426106093,2.26
China,CHN,Asia-Pacific,2020,Other Religions,3.1,3,1351561514,1426106093,2.26
China,CHN,Asia-Pacific,2020,Unaffiliated,87.4,89.6,1351561514,1426106093,2.26
Colombia,COL,Latin America-Caribbean,2020,Buddhism,0,0,44777319,50629998,2.86
Colombia,COL,Latin America-Caribbean,2020,Christianity,92.4,86.2,44777319,50629998,2.86
Colombia,COL,Latin America-Caribbean,2020,Hinduism,0,0,44777319,50629998,2.86
Colombia,COL,Latin America-Caribbean,2020,Islam,0,0,44777319,50629998,2.86
Colombia,COL,Latin America-Caribbean,2020,Judaism,0,0,44777319,50629998,2.86
Colombia,COL,Latin America-Caribbean,2020,Other Religions,0.3,3.8,44777319,50629998,2.86
Colombia,COL,Latin America-Caribbean,2020,Unaffiliated,7.2,9.9,44777319,50629998,2.86
Comoros,COM,Sub-Saharan Africa,2020,Christianity,0.3,0.5,654836,802164,0.39
Comoros,COM,Sub-Saharan Africa,2020,Hinduism,0,0,654836,802164,0.39
Comoros,COM,Sub-Saharan Africa,2020,Islam,99.5,98.3,654836,802164,0.39
Comoros,COM,Sub-Saharan Africa,2020,Other Religions,0,1.1,654836,802164,0.39
Comoros,COM,Sub-Saharan Africa,2020,Unaffiliated,0.1,0.1,654836,802164,0.39
Costa Rica,CRI,Latin America-Caribbean,2020,Buddhism,0,0,4555962,5034320,2.54
Costa Rica,CRI,Latin America-Caribbean,2020,Christianity,91.2,87.9,4555962,5034320,2.54
Costa Rica,CRI,Latin America-Caribbean,2020,Hinduism,0,0,4555962,5034320,2.54
Costa Rica,CRI,Latin America-Caribbean,2020,Islam,0,0,4555962,5034320,2.54
Costa Rica,CRI,Latin America-Caribbean,2020,Judaism,0.1,0.1,4555962,5034320,2.54
Costa Rica,CRI,Latin America-Caribbean,2020,Other Religions,1.1,1.9,4555962,5034320,2.54
Costa Rica,CRI,Latin America-Caribbean,2020,Unaffiliated,7.5,10.1,4555962,5034320,2.54
Croatia,HRV,Europe,2020,Buddhism,0,0,4301146,3953958,1.98
Croatia,HRV,Europe,2020,Christianity,93.7,90.9,4301146,3953958,1.98
Croatia,HRV,Europe,2020,Hinduism,0,0,4301146,3953958,1.98
Croatia,HRV,Europe,2020,Islam,1.5,1.4,4301146,3953958,1.98
Croatia,HRV,Europe,2020,Judaism,0,0,4301146,3953958,1.98
Croatia,HRV,Europe,2020,Other Religions,0.1,1.1,4301146,3953958,1.98
Croatia,HRV,Europe,2020,Unaffiliated,4.7,6.7,4301146,3953958,1.98
Cuba,CUB,Latin America-Caribbean,2020,Buddhism,0,0,11297409,11176354,6.48
Cuba,CUB,Latin America-Caribbean,2020,Christianity,58.8,60.7,11297409,11176354,6.48
Cuba,CUB,Latin America-Caribbean,2020,Hinduism,0.2,0.2,11297409,11176354,6.48
Cuba,CUB,Latin America-Caribbean,2020,Islam,0.1,0.1,11297409,11176354,6.48
Cuba,CUB,Latin America-Caribbean,2020,Judaism,0,0,11297409,11176354,6.48
Cuba,CUB,Latin America-Caribbean,2020,Other Religions,17.3,17.4,11297409,11176354,6.48
Cuba,CUB,Latin America-Caribbean,2020,Unaffiliated,23.5,21.6,11297409,11176354,6.48
Curacao,CUW,Latin America-Caribbean,2020,Buddhism,0.3,0.3,156879,185018,2.04
Curacao,CUW,Latin America-Caribbean,2020,Christianity,90.7,90.6,156879,185018,2.04
Curacao,CUW,Latin America-Caribbean,2020,Hinduism,2,2,156879,185018,2.04
Curacao,CUW,Latin America-Caribbean,2020,Islam,0.5,0.5,156879,185018,2.04
Curacao,CUW,Latin America-Caribbean,2020,Judaism,0.2,0.2,156879,185018,2.04
Curacao,CUW,Latin America-Caribbean,2020,Other Religions,0.5,0.4,156879,185018,2.04
Curacao,CUW,Latin America-Caribbean,2020,Unaffiliated,5.9,5.9,156879,185018,2.04
Cyprus,CYP,Asia-Pacific,2020,Buddhism,0.6,0.6,1127817,1302248,5.57
Cyprus,CYP,Asia-Pacific,2020,Christianity,65.5,67.7,1127817,1302248,5.57
Cyprus,CYP,Asia-Pacific,2020,Hinduism,0.3,0.3,1127817,1302248,5.57
Cyprus,CYP,Asia-Pacific,2020,Islam,26.6,24.4,1127817,1302248,5.57
Cyprus,CYP,Asia-Pacific,2020,Judaism,0,0,1127817,1302248,5.57
Cyprus,CYP,Asia-Pacific,2020,Other Religions,0.4,0.5,1127817,1302248,5.57
Cyprus,CYP,Asia-Pacific,2020,Unaffiliated,6.5,6.6,1127817,1302248,5.57
Czech Republic,CZE,Europe,2020,Buddhism,0.1,0.1,10464036,10550130,4.67
Czech Republic,CZE,Europe,2020,Christianity,30,26.4,10464036,10550130,4.67
Czech Republic,CZE,Europe,2020,Hinduism,0,0,10464036,10550130,4.67
Czech Republic,CZE,Europe,2020,Islam,0.2,0.3,10464036,10550130,4.67
Czech Republic,CZE,Europe,2020,Judaism,0,0,10464036,10550130,4.67
Czech Republic,CZE,Europe,2020,Other Religions,1.1,0.3,10464036,10550130,4.67
Czech Republic,CZE,Europe,2020,Unaffiliated,68.5,72.8,10464036,10550130,4.67
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2020,Buddhism,0,0,68563038,95989998,0.85
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2020,Christianity,96.5,96.3,68563038,95989998,0.85
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2020,Hinduism,0,0,68563038,95989998,0.85
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2020,Islam,1.2,1.3,68563038,95989998,0.85
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2020,Judaism,0,0,68563038,95989998,0.85
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2020,Other Religions,0.9,1.3,68563038,95989998,0.85
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2020,Unaffiliated,1.4,1.2,68563038,95989998,0.85
Denmark,DNK,Europe,2020,Buddhism,0.5,0.7,5547863,5831530,4.42
