pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,st_teff,ra,dec,planet_type
TOI-2227 b,TOI-2227,Transit,2026,3.09885187,,4.22175815648,5889.54,337.5177563,-67.8501459,Neptune-like
TOI-2227 b,TOI-2227,Transit,2026,2.81922,,4.2217717,5763.48,337.5177563,-67.8501459,Neptune-like
TOI-2104 b,TOI-2104,Transit,2026,1.52898127,,5.904370457,4856.13,151.6122146,83.0878397,Neptune-like
TOI-2104 b,TOI-2104,Transit,2026,1.35959,,5.904369,4907,151.6122146,83.0878397,Earth-like
TOI-2133 b,TOI-2133,Transit,2026,2.45363469,,3.82665866539,4175,261.2438308,32.7983974,Neptune-like
TOI-2133 b,TOI-2133,Transit,2026,2.37,,3.8266472,4250,261.2438308,32.7983974,Neptune-like
TOI-2200 b,TOI-2200,Transit,2026,7.18912,,2.9360281,4983.6,98.7835071,-72.4567778,Jupiter-like
TOI-2200 b,TOI-2200,Transit,2026,6.96310517,,2.93602836512,5036.17,98.7835071,-72.4567778,Jupiter-like
TOI-2071 b,TOI-2071,Transit,2026,2.58758199,,5.67393360152,5873.3,256.6011813,57.6610327,Neptune-like
TOI-2071 b,TOI-2071,Transit,2026,2.56484195,,5.67395386982,5755.41,256.6011813,57.6610327,Neptune-like
TOI-2092 b,TOI-2092,Transit,2026,2.94892961,,4.30325528074,5842.06,212.5474866,45.5638685,Neptune-like
TOI-2092 b,TOI-2092,Transit,2026,2.66568,,4.30326416007,5468.73,212.5474866,45.5638685,Neptune-like
TOI-2094 b,TOI-2094,Transit,2026,1.71512709,,18.79317491879,3457,254.1425333,70.0273157,Neptune-like
TOI-2094 b,TOI-2094,Transit,2026,1.9,,18.793193,3435,254.1425333,70.0273157,Neptune-like
TOI-1814 b,TOI-1814,Transit,2026,5.14079015,,6.36846268332,4971,236.8168817,77.2326429,Jupiter-like
TOI-1814 b,TOI-1814,Transit,2026,5.18536642,,6.36861010462,4872.84,236.8168817,77.2326429,Jupiter-like
TOI-1839 b,TOI-1839,Transit,2026,2.21895097,,1.42378440907,5315.91,196.8331106,5.8520458,Neptune-like
TOI-1839 b,TOI-1839,Transit,2026,2.68553482,,1.42380665983,5382.69,196.8331106,5.8520458,Neptune-like
TOI-1873 b,TOI-1873,Transit,2026,2.86356397,,7.00572708834,5597.99,212.5684755,84.3718582,Neptune-like
TOI-1873 b,TOI-1873,Transit,2026,3.10392322,,7.00568049252,5699,212.5684755,84.3718582,Neptune-like
LHS 1903 d,LHS 1903,Transit,2026,2.4359,,12.5739572,3691,107.865826,48.3279327,Neptune-like
LHS 1903 d,LHS 1903,Transit,2026,2.5,5.96,12.566287,3664,107.865826,48.3279327,Neptune-like
TOI-1732 b,TOI-1732,Transit,2026,2.49549787,,4.11923678339,4201.93,111.8014509,53.0452684,Neptune-like
TOI-1732 b,TOI-1732,Transit,2026,2.22366292,,4.11922311926,3876,111.8014509,53.0452684,Neptune-like
TOI-1750 b,TOI-1750,Transit,2026,2.78943837,,11.33727129656,4683.75,240.3019781,68.9373001,Neptune-like
TOI-1750 b,TOI-1750,Transit,2026,2.61949404,,11.33736139757,4765,240.3019781,68.9373001,Neptune-like
TOI-1752 b,TOI-1752,Transit,2026,1.80329353,,0.93518907755,3652,253.4614861,60.7096197,Neptune-like
TOI-1752 b,TOI-1752,Transit,2026,1.693,,0.9351861,3762,253.4614861,60.7096197,Neptune-like
TOI-1752 c,TOI-1752,Transit,2026,2.42028371,,32.71354061705,3652,253.4614861,60.7096197,Neptune-like
TOI-1752 c,TOI-1752,Transit,2026,2.29,,32.71443,3762,253.4614861,60.7096197,Neptune-like
TOI-1756 b,TOI-1756,Transit,2026,1.94225664,,2.78301736297,3891.86,306.3287741,77.6364119,Neptune-like
TOI-1756 b,TOI-1756,Transit,2026,1.71046027,,2.78301136608,3756,306.3287741,77.6364119,Neptune-like
TOI-1718 b,TOI-1718,Transit,2026,4.24332,,5.5870396,5378,112.0180254,30.3217322,Jupiter-like
TOI-1718 b,TOI-1718,Transit,2026,4.10824994,,5.58703768615,5304.91,112.0180254,30.3217322,Jupiter-like
TOI-1722 b,TOI-1722,Transit,2026,3.86469,,9.6052235,6137,114.3452126,61.1539249,Neptune-like
TOI-1722 b,TOI-1722,Transit,2026,4.38298108,,9.60523206943,5999.55,114.3452126,61.1539249,Jupiter-like
LHS 1903 c,LHS 1903,Transit,2026,2.046,4.55,6.226185,3664,107.865826,48.3279327,Neptune-like
LHS 1903 c,LHS 1903,Transit,2026,2.75524,,6.2262315,3691,107.865826,48.3279327,Neptune-like
LHS 1903 b,LHS 1903,Transit,2026,1.382,3.28,2.1555098,3664,107.865826,48.3279327,Earth-like
LHS 1903 b,LHS 1903,Transit,2026,1.47809,,2.1555232,3691,107.865826,48.3279327,Earth-like
TOI-1466 b,TOI-1466,Transit,2026,2.40733,,1.8718991,4201,307.3965319,61.5507253,Neptune-like
TOI-1466 b,TOI-1466,Transit,2026,2.46741991,,1.87190602231,4435.39,307.3965319,61.5507253,Neptune-like
TOI-1269 c,TOI-1269,Transit,2026,2.22995,,9.2378703,5591,249.6966397,64.559181,Neptune-like
TOI-1269 c,TOI-1269,Transit,2026,2.22999162,,9.23786144195,5554.02,249.6966397,64.559181,Neptune-like
TOI-1291 b,TOI-1291,Transit,2026,5.05452,,7.16199,6229,245.8180089,62.9251213,Jupiter-like
TOI-1291 b,TOI-1291,Transit,2026,5.63826391,,7.1620097551,6139.95,245.8180089,62.9251213,Jupiter-like
TOI-1226 b,TOI-1226,Transit,2026,2.4101112,,3.92880881576,5434.91,103.7548364,-69.8671293,Neptune-like
TOI-1226 b,TOI-1226,Transit,2026,2.329279,,3.92878505676,5668.15,103.7548364,-69.8671293,Neptune-like
TOI-1232 b,TOI-1232,Transit,2026,10.92875618,220.57291446,14.256,5823,116.501399,-61.8797935,Jupiter-like
TOI-1232 b,TOI-1232,Transit,2026,10.70482341,,14.25456231912,5739,116.501399,-61.8797935,Jupiter-like
TOI-1243 b,TOI-1243,Transit,2026,2.33,7.7,4.6594779,3515,135.7326412,71.6364158,Neptune-like
TOI-1243 b,TOI-1243,Transit,2026,2.19615073,,4.65951692269,3489,135.7326412,71.6364158,Neptune-like
TOI-883 b,TOI-883,Transit,2026,7.17665,,10.0577297,5651,103.3690609,-6.5078349,Jupiter-like
TOI-883 b,TOI-883,Transit,2026,7.17166228,,10.05771848538,5713.15,103.3690609,-6.5078349,Jupiter-like
TOI-921 b,TOI-921,Transit,2026,3.53409617,,5.12871907628,6011.66,99.6742038,-56.2205396,Neptune-like
TOI-921 b,TOI-921,Transit,2026,3.37636094,,5.12872650603,6055.5,99.6742038,-56.2205396,Neptune-like
TOI-929 b,TOI-929,Transit,2026,2.68983343,,5.83015366944,4457.16,45.9071657,-39.9307758,Neptune-like
TOI-929 b,TOI-929,Transit,2026,2.70505,,5.830149,4451,45.9071657,-39.9307758,Neptune-like
TOI-938 b,TOI-938,Transit,2026,4.82401567,,8.80733882211,5829.42,63.0323442,-12.1188357,Jupiter-like
TOI-938 b,TOI-938,Transit,2026,4.0916,,8.8073507,5981,63.0323442,-12.1188357,Jupiter-like
TOI-941 b,TOI-941,Transit,2026,6.51165317,,8.51460888787,5745.88,78.3005249,6.5459146,Jupiter-like
TOI-941 b,TOI-941,Transit,2026,6.95626,,8.5145626,5920,78.3005249,6.5459146,Jupiter-like
TOI-5502 b,TOI-5502,Transit,2026,4.1287378,,11.62592988285,6088.71,135.204056,27.9983339,Jupiter-like
TOI-5515 b,TOI-5515,Transit,2026,2.49746964,,8.59263328645,5494,139.6163639,16.9899558,Neptune-like
TOI-5515 b,TOI-5515,Transit,2026,2.65362762,,8.59225810839,5483.65,139.6163639,16.9899558,Neptune-like
TOI-5532 b,TOI-5532,Transit,2026,2.732945,,5.6539688866,3975,41.3804035,5.1507331,Neptune-like
TOI-5532 b,TOI-5532,Transit,2026,2.52763693,,5.6539659431,4208.45,41.3804035,5.1507331,Neptune-like
TOI-5159 b,TOI-5159,Transit,2026,1.54732112,,5.83639428843,5156.16,142.7859562,20.0193431,Neptune-like
TOI-5159 b,TOI-5159,Transit,2026,1.61343492,,5.83650984429,5259,142.7859562,20.0193431,Neptune-like
TOI-5160 b,TOI-5160,Transit,2026,2.23474,,4.2807509,5653.3,114.6393985,31.3944536,Neptune-like
TOI-5160 b,TOI-5160,Transit,2026,2.39729851,,4.280773256,5622.14,114.6393985,31.3944536,Neptune-like
TOI-5292 A b,TOI-5292 A,Transit,2026,12.64373023,412.85910069,2.02191,3919,344.2223631,-8.1197473,Jupiter-like
TOI-5292 A b,TOI-5292 A,Transit,2026,13.4378,,2.0231137,3767,344.2223631,-8.1197473,Jupiter-like
TOI-4898 b,TOI-4898,Transit,2026,3.7197954,,2.76520470167,4201.57,197.3416711,-32.8294537,Neptune-like
TOI-4898 b,TOI-4898,Transit,2026,3.48557,,2.7652293,3830,197.3416711,-32.8294537,Neptune-like
TOI-4930 b,TOI-4930,Transit,2026,5.88108,,6.7789159,5804,208.6418883,-45.1544786,Jupiter-like
TOI-4930 b,TOI-4930,Transit,2026,6.93277225,,6.78130241498,5624.72,208.6418883,-45.1544786,Jupiter-like
TOI-5007 b,TOI-5007,Transit,2026,10.6224,,2.5432595,3757,236.0638704,-61.0413649,Jupiter-like
TOI-5007 b,TOI-5007,Transit,2026,11.07447293,211.03806225,2.543371,3793,236.0638704,-61.0413649,Jupiter-like
TOI-4561 b,TOI-4561,Transit,2026,2.02245635,,8.93565576405,5631,60.9618951,-76.0214574,Neptune-like
TOI-4561 b,TOI-4561,Transit,2026,1.77789214,,8.93547936706,5537.93,60.9618951,-76.0214574,Neptune-like
TOI-4578 b,TOI-4578,Transit,2026,2.26974262,,8.62392630369,5951.32,184.2109675,75.1402358,Neptune-like
TOI-4578 b,TOI-4578,Transit,2026,2.91769458,,8.62390972456,5917,184.2109675,75.1402358,Neptune-like
TOI-4640 b,TOI-4640,Transit,2026,2.84326517,,2.68566015238,5743.01,38.205319,10.0724659,Neptune-like
TOI-4640 b,TOI-4640,Transit,2026,2.86223252,,2.68572291133,5978,38.205319,10.0724659,Neptune-like
TOI-4662 b,TOI-4662,Transit,2026,2.87998299,,4.70343764575,4520.41,57.5160311,-31.0940247,Neptune-like
TOI-4662 b,TOI-4662,Transit,2026,2.58065,,4.7034187,4481,57.5160311,-31.0940247,Neptune-like
TOI-4747 b,TOI-4747,Transit,2026,3.95803201,,5.21924158592,5595.08,86.427665,-45.0292291,Neptune-like
TOI-4747 b,TOI-4747,Transit,2026,3.8343,,5.2192426,5688,86.427665,-45.0292291,Neptune-like
TOI-4405 b,TOI-4405,Transit,2026,2.55505441,,5.92143995316,4467.38,101.5953368,-75.4441271,Neptune-like
TOI-4405 b,TOI-4405,Transit,2026,2.87816516,,5.92142305135,4361,101.5953368,-75.4441271,Neptune-like
TOI-4495 b,TOI-4495,Transit,2026,2.483,7.7,2.56699,6210,286.3624951,37.0259902,Neptune-like
TOI-4495 b,TOI-4495,Transit,2026,2.18392,,2.5693728,6156,286.3624951,37.0259902,Neptune-like
TOI-4511 b,TOI-4511,Transit,2026,2.75304932,,10.98090968596,5418.77,49.3052786,15.5017268,Neptune-like
TOI-4511 b,TOI-4511,Transit,2026,5.76837,,10.9776867,5708,49.3052786,15.5017268,Jupiter-like
TOI-4513 b,TOI-4513,Transit,2026,2.22799,,9.7607632,5558,18.0905179,13.7550796,Neptune-like
TOI-4513 b,TOI-4513,Transit,2026,2.34587608,,9.76042253684,5623.93,18.0905179,13.7550796,Neptune-like
TOI-4529 b,TOI-4529,Transit,2026,1.90997563,,5.8793960001,3386.96,16.9688462,12.8809549,Neptune-like
TOI-4529 b,TOI-4529,Transit,2026,1.87212186,,5.87957519379,3611,16.9688462,12.8809549,Neptune-like
TOI-4529 b,TOI-4529,Transit,2026,1.77,4.9,5.879577,3697,16.9688462,12.8809549,Neptune-like
TOI-4552 b,TOI-4552,Transit,2026,1.28011238,,0.30115058064,3304,264.7142556,-47.6370457,Earth-like
TOI-4552 b,TOI-4552,Transit,2026,1.11,1.83,0.30110032,3258,264.7142556,-47.6370457,Earth-like
TOI-4311 c,TOI-4311,Transit,2026,2.72932348,,15.07007794318,5159,41.6855224,-31.1793201,Neptune-like
TOI-4311 c,TOI-4311,Transit,2026,2.47,13.58,15.070425,5063,41.6855224,-31.1793201,Neptune-like
TOI-4311 b,TOI-4311,Transit,2026,1.41565286,,0.99028919366,5159,41.6855224,-31.1793201,Earth-like
TOI-4311 b,TOI-4311,Transit,2026,1.376,4.5,0.9902738,5063,41.6855224,-31.1793201,Earth-like
TOI-4363 b,TOI-4363,Transit,2026,1.76689273,,2.11867592279,4278.45,37.1105554,-12.5493631,Neptune-like
TOI-4363 b,TOI-4363,Transit,2026,1.83255339,,2.11865900761,4002,37.1105554,-12.5493631,Neptune-like
TOI-4029 b,TOI-4029,Transit,2026,6.73756618,,5.88498234631,5662.53,239.2337189,16.9802854,Jupiter-like
TOI-4029 b,TOI-4029,Transit,2026,6.61503,,5.8850401,5712.4,239.2337189,16.9802854,Jupiter-like
TOI-4030 b,TOI-4030,Transit,2026,5.8462559,,2.50900199461,5640.37,277.6228367,56.7704522,Jupiter-like
TOI-4030 b,TOI-4030,Transit,2026,5.46523,,2.5089892,5574,277.6228367,56.7704522,Jupiter-like
TOI-4156 b,TOI-4156,Transit,2026,2.32515,,4.461878,5986,230.7808336,76.3318816,Neptune-like
TOI-4156 b,TOI-4156,Transit,2026,2.53823825,,4.46189034133,5971.64,230.7808336,76.3318816,Neptune-like
TOI-3896 b,TOI-3896,Transit,2026,2.97425,,4.3773113,5127,187.9302395,63.9085462,Neptune-like
TOI-3896 b,TOI-3896,Transit,2026,3.14949237,,4.37730369667,5110.91,187.9302395,63.9085462,Neptune-like
TOI-3862 b,TOI-3862,Transit,2026,6.15317,,1.5574603,5564.4,185.9005633,50.5446246,Jupiter-like
TOI-3862 b,TOI-3862,Transit,2026,5.53,53.7,1.55745774,5300,185.9005633,50.5446246,Jupiter-like
TOI-3457 b,TOI-3457,Transit,2026,10.64,797.74930157,32.600268,6300,183.2082686,-79.7572043,Jupiter-like
TOI-3457 b,TOI-3457,Transit,2026,9.18821,,32.6012979,6067.8,183.2082686,-79.7572043,Jupiter-like
TOI-2654 b,TOI-2654,Transit,2026,7.94454164,,2.96760425926,4594.08,52.9815377,-47.9946912,Jupiter-like
TOI-2654 b,TOI-2654,Transit,2026,8.00413,,2.967599,4396,52.9815377,-47.9946912,Jupiter-like
TOI-2431 b,TOI-2431,Transit,2026,5.59553,,0.224195,4079,37.7652989,8.3816255,Jupiter-like
TOI-2431 b,TOI-2431,Transit,2026,1.534,6.2,0.22419578,4109,37.7652989,8.3816255,Neptune-like
TOI-2453 b,TOI-2453,Transit,2026,3.24380341,,4.44143463188,3720.23,74.8374845,12.9363528,Neptune-like
TOI-2453 b,TOI-2453,Transit,2026,3.00147766,,4.44142754516,3609,74.8374845,12.9363528,Neptune-like
TOI-5624 c,TOI-5624,Transit,2026,2.23283,,7.8854383,5342,180.8443476,49.2512257,Neptune-like
TOI-5624 c,TOI-5624,Transit,2026,2.474,4.8,7.885385,5327,180.8443476,49.2512257,Neptune-like
TOI-5624 e,TOI-5624,Transit,2026,2.43328,,21.4904723,5342,180.8443476,49.2512257,Neptune-like
TOI-5624 e,TOI-5624,Transit,2026,3.247,8.9,21.489936,5327,180.8443476,49.2512257,Neptune-like
TOI-6699 b,TOI-6699,Transit,2026,2.32645266,,5.32005926761,4705.1,317.0695839,-63.2504996,Neptune-like
TOI-6699 b,TOI-6699,Transit,2026,3.84201,,5.322002,4716,317.0695839,-63.2504996,Neptune-like
TOI-6707 b,TOI-6707,Transit,2026,5.66481228,,3.83472822513,6088.34,109.7634707,-58.1155263,Jupiter-like
TOI-6707 b,TOI-6707,Transit,2026,5.72673066,,3.83479363758,6289.49,109.7634707,-58.1155263,Jupiter-like
TOI-6716 b,TOI-6716,Transit,2026,0.982,,4.7185898,3110,111.657082,-30.5521801,Earth-like
TOI-6716 b,TOI-6716,Transit,2026,1.0102426,,4.71856903681,3190,111.657082,-30.5521801,Earth-like
TIC 87422071 b,TIC 87422071,Transit,2026,9.30846,,11.3648628,6128,273.0346013,-44.2434042,Jupiter-like
TIC 87422071 b,TIC 87422071,Transit,2026,10.8615023,409.99864503,11.364929,6150,273.0346013,-44.2434042,Jupiter-like
TOI-6677 b,TOI-6677,Transit,2026,8.32098,,5.4496736,6760,290.4719117,-46.8749591,Jupiter-like
TOI-6677 b,TOI-6677,Transit,2026,5.83507112,,5.45060661625,6572.28,290.4719117,-46.8749591,Jupiter-like
TOI-6692 b,TOI-6692,Transit,2026,8.36557819,,,6047,312.6940436,-81.2723982,Jupiter-like
TOI-6692 b,TOI-6692,Transit,2026,11.67975789,197.05361234,131.125,5890,312.6940436,-81.2723982,Jupiter-like
TOI-6393 b,TOI-6393,Transit,2026,2.75958542,,9.53176110329,5008.2,141.2436918,68.7883127,Neptune-like
TOI-6393 b,TOI-6393,Transit,2026,2.62547,,9.5315703,5022,141.2436918,68.7883127,Neptune-like
TOI-6281 b,TOI-6281,Transit,2026,2.77385,,1.0542548,4160.1,172.3785238,-40.6094246,Neptune-like
TOI-6281 b,TOI-6281,Transit,2026,1.92416074,,1.05426244177,4533.23,172.3785238,-40.6094246,Neptune-like
TOI-6080 b,TOI-6080,Transit,2026,3.32424168,,8.05562348084,5775.46,266.6044226,38.0787076,Neptune-like
TOI-6080 b,TOI-6080,Transit,2026,3.37788363,,8.05557162699,5680,266.6044226,38.0787076,Neptune-like
TOI-4156 c,TOI-4156,Transit,2026,3.09540652,,12.82263904174,5986,230.7808336,76.3318816,Neptune-like
TOI-4156 c,TOI-4156,Transit,2026,2.92303762,,12.82282706375,5971.64,230.7808336,76.3318816,Neptune-like
TOI-5916 b,TOI-5916,Transit,2026,10.9197,,2.3682389,3504,325.2995114,9.5990534,Jupiter-like
TOI-5916 b,TOI-5916,Transit,2026,11.35469745,226.61165419,2.367128,3613,325.2995114,9.5990534,Jupiter-like
TOI-5926 b,TOI-5926,Transit,2026,7.38288,,3.8116176,5430,308.0784435,15.5030795,Jupiter-like
TOI-5926 b,TOI-5926,Transit,2026,7.56807148,,3.81122794237,5388.92,308.0784435,15.5030795,Jupiter-like
TOI-5938 b,TOI-5938,Transit,2026,3.82,,2.260424,4650,303.9088422,28.6592261,Neptune-like
TOI-5938 b,TOI-5938,Transit,2026,3.92152,,2.260431,4452,303.9088422,28.6592261,Neptune-like
TOI-5788 c,TOI-5788,Transit,2026,1.99447,,16.2134274,5664,287.4249017,31.7615284,Neptune-like
TOI-5788 c,TOI-5788,Transit,2026,2.272,6.4,16.213362,5615,287.4249017,31.7615284,Neptune-like
TOI-5788 b,TOI-5788,Transit,2026,1.53236,,6.3346129,5664,287.4249017,31.7615284,Neptune-like
TOI-5788 b,TOI-5788,Transit,2026,1.528,3.72,6.340758,5615,287.4249017,31.7615284,Neptune-like
TOI-5734 b,TOI-5734,Transit,2026,2.40760015,,6.1841687989,4645,111.2558179,37.2311218,Neptune-like
TOI-5734 b,TOI-5734,Transit,2026,2.1,9.1,6.1841876,4750,111.2558179,37.2311218,Neptune-like
TOI-5734 b,TOI-5734,Transit,2026,2.76,,6.1842161,4790,111.2558179,37.2311218,Neptune-like
TOI-5777 b,TOI-5777,Transit,2026,2.51967,,6.9171675,4208,141.002239,82.8586961,Neptune-like
TOI-5777 b,TOI-5777,Transit,2026,3.09551273,,6.91716177373,4408.03,141.002239,82.8586961,Neptune-like
TOI-5595 b,TOI-5595,Transit,2026,4.71645,,5.9900508,4119,110.4601649,35.2219829,Jupiter-like
TOI-5595 b,TOI-5595,Transit,2026,4.73740402,,5.99002553853,4417.3,110.4601649,35.2219829,Jupiter-like
TOI-5599 b,TOI-5599,Transit,2026,7.1888212,,5.43691503941,6137.02,199.3262375,55.6815392,Jupiter-like
TOI-5599 b,TOI-5599,Transit,2026,6.11754,,5.4368408,6246,199.3262375,55.6815392,Jupiter-like
TOI-5605 b,TOI-5605,Transit,2026,2.3864,,5.9133875,4374.8,150.5380078,50.1453867,Neptune-like
TOI-5605 b,TOI-5605,Transit,2026,2.52611303,,5.91340454843,4583.79,150.5380078,50.1453867,Neptune-like
TOI-5614 b,TOI-5614,Transit,2026,3.23281,,4.172202,4313,189.4323154,69.4584273,Neptune-like
TOI-5614 b,TOI-5614,Transit,2026,3.21759316,,4.17221328949,4553,189.4323154,69.4584273,Neptune-like
TOI-5624 d,TOI-5624,Transit,2026,4.07678,,13.7317565,5342,180.8443476,49.2512257,Jupiter-like
TOI-5624 d,TOI-5624,Transit,2026,3.584,4.9,13.731468,5327,180.8443476,49.2512257,Neptune-like
TOI-5630 b,TOI-5630,Transit,2026,2.0774,,3.2220038,5382.4,236.4538532,40.3748618,Neptune-like
TOI-5630 b,TOI-5630,Transit,2026,2.37117553,,3.22118452536,5385.64,236.4538532,40.3748618,Neptune-like
TOI-201 d,TOI-201,Transit,2026,1.39,5.8,5.84889,6423,87.4017825,-54.910423,Earth-like
TOI-201 d,TOI-201,Transit,2026,1.18919,,5.8492379,6461.8,87.4017825,-54.910423,Earth-like
TOI-5335 b,TOI-5335,Transit,2026,4.02422162,,3.61365988443,5528.92,46.9523734,15.3590831,Jupiter-like
TOI-5335 b,TOI-5335,Transit,2026,4.08922,,3.6139919,5427,46.9523734,15.3590831,Jupiter-like
TOI-5349 b,TOI-5349,Transit,2026,9.42671,,3.3176675,3640,52.7125703,20.8796279,Jupiter-like
TOI-5349 b,TOI-5349,Transit,2026,10.2,127.4,3.317921,3751,52.7125703,20.8796279,Jupiter-like
TOI-5380 b,TOI-5380,Transit,2026,3.48093238,,3.77229247873,6400.78,112.7611492,73.1287844,Neptune-like
TOI-5380 b,TOI-5380,Transit,2026,3.13069,,3.7723119,6525,112.7611492,73.1287844,Neptune-like
TOI-5422 b,TOI-5422,Transit,2026,9.10169233,8899.195396,5.377219,5820,86.8436173,25.6260342,Jupiter-like
TOI-5422 b,TOI-5422,Transit,2026,10.56541961,,5.37679969837,5663.5,86.8436173,25.6260342,Jupiter-like
TOI-5486 b,TOI-5486,Transit,2026,3.7963,,2.0247088,3654,190.5495041,3.7886012,Neptune-like
TOI-5486 b,TOI-5486,Transit,2026,3.96824928,,2.02470073205,3750.17,190.5495041,3.7886012,Neptune-like
TOI-5502 b,TOI-5502,Transit,2026,4.02844,,11.6260799,6317,135.204056,27.9983339,Jupiter-like
TIC 445839811 b,TIC 445839811,Transit,2026,2.47771211,,11.1086260318,5408.25,200.1188173,48.4072699,Neptune-like
TOI-1839 c,TOI-1839,Transit,2026,2.40867246,,4.02393854207,5315.91,196.8331106,5.8520458,Neptune-like
TIC 147027702 b,TIC 147027702,Transit,2026,10.92875618,346.43296363,44.40523,6410,161.7728559,-43.9317971,Jupiter-like
TIC 245076932 b,TIC 245076932,Transit,2026,10.87271128,162.09248757,21.61389,6130,198.0634857,-51.214433,Jupiter-like
TIC 183374187 b,TIC 183374187,Transit,2026,14.03364384,177.98390792,5.05907,5768,357.6160382,-41.4124228,Jupiter-like
TOI-237 c,TOI-237,Transit,2026,1.206,,1.74486147,3226,353.2435381,-29.416487,Earth-like
LHS 1903 e,LHS 1903,Transit,2026,1.732,5.79,29.31773,3664,107.865826,48.3279327,Neptune-like
TOI-4336 A c,TOI-4336 A,Transit,2026,1.251,1.55,7.587266,3307,206.1070129,-40.3373505,Earth-like
TOI-4336 A c,TOI-4336 A,Transit,2026,1.165,,7.58727,3369,206.1070129,-40.3373505,Earth-like
WISPIT 2 c,WISPIT 2,Imaging,2026,17.93436912,3178.28407,,4530,290.8209991,-7.6820823,Jupiter-like
