origin_airport,dest_airport,num_tickets,total_passengers,avg_fare,weighted_avg_fare,avg_distance_miles,carrier
SJC,EYW,6,6,496.0,496.0,2527.0,AA
ABQ,EUG,6,6,245.41,245.41,1383.0,QX
EYW,DEN,6,6,691.33,691.33,1780.0,3M
ICT,PWM,6,6,229.79,229.79,1488.0,OO
LIH,MFR,6,6,502.33,502.33,3245.0,HA
STS,LGA,6,6,409.69,409.69,2840.5,AA
PHX,KOA,6,6,506.66,506.66,2874.0,MQ
HNL,BTR,6,6,849.19,849.19,4178.5,C5
CLT,BHM,6,6,171.58,171.58,350.0,MQ
RDU,OAK,5,6,309.2,299.0,3026.0,AS
EYW,GPT,6,6,276.58,276.58,1313.0,OH
BHM,BUF,6,6,327.84,327.84,904.83,AA
CVG,ASE,6,6,292.83,292.83,1225.67,UA
BTR,DAY,6,6,285.64,285.64,1144.5,OH
SCE,MSY,6,6,259.9,259.9,1134.17,UA
FWA,CLT,6,6,295.35,295.35,667.0,OO
PNS,PHF,6,6,347.42,347.42,770.0,AA
BNA,ECP,6,6,258.33,258.33,765.0,OH
JAC,BTR,6,6,625.25,625.25,1430.0,OH
EWR,BFL,6,6,267.62,267.62,2626.5,OO
SAF,ORF,6,6,337.27,337.27,1763.0,OO
CLE,LEX,6,6,245.61,245.61,391.0,9E
BZN,SYR,6,6,232.76,232.76,2327.83,AA
BHM,CRW,6,6,223.75,223.75,497.0,9E
CHS,CSG,6,6,320.25,320.25,342.0,9E
MIA,CID,6,6,372.92,372.92,1393.0,UA
DSM,BUF,6,6,224.2,224.2,1067.0,AA
MFE,ABI,6,6,282.25,282.25,627.0,AA
JAN,ANC,6,6,569.92,569.92,3451.0,AA
INL,DFW,6,6,419.58,419.58,1107.0,DL
IAD,MCI,6,6,262.43,262.43,1130.0,OH
LBB,CLE,6,6,291.89,291.89,1700.67,WN
MDT,MSN,6,6,402.81,402.81,702.0,MQ
CRP,CMH,6,6,210.92,210.92,1187.0,UA
MOT,GSP,6,6,308.42,308.42,1697.0,OO
GRB,CHA,5,6,295.9,317.17,697.6,OO
SAT,ATL,6,6,391.41,391.41,978.0,MQ
ORH,ORF,6,6,197.83,197.83,441.67,YX
SUN,LAS,6,6,462.42,462.42,590.0,DL
HOU,SAN,6,6,217.4,217.4,2588.0,DL
BTR,STL,6,6,366.17,366.17,932.0,9E
PVU,SGF,6,6,262.88,262.88,1322.0,MQ
SAT,AZO,6,6,248.83,248.83,1163.0,AA
MTJ,SYR,6,6,339.01,339.01,1688.0,UA
PDX,MLI,6,6,306.13,306.13,2502.5,MQ
MQT,SAN,5,6,298.97,284.56,2026.0,AA
SAF,CLE,6,6,386.27,386.27,1557.67,UA
HOU,SEA,6,6,774.42,774.42,2878.0,DL
JAN,CLE,6,6,201.61,201.61,1210.5,OH
RIC,CMI,6,6,273.08,273.08,777.0,MQ
MGM,ORD,6,6,369.3,369.3,753.0,9E
OMA,BZN,6,6,207.26,207.26,1181.83,DL
SGU,HLN,6,6,399.17,399.17,674.0,OO
FCA,BNA,6,6,231.33,231.33,2388.17,QX
DFW,TTN,4,6,157.47,159.46,1881.0,F9
BZN,ABE,6,6,283.91,283.91,1840.0,UA
CYS,IAH,6,6,397.33,397.33,952.0,UA
BUF,VPS,5,6,205.76,230.62,1085.0,OH
PHL,STL,6,6,218.78,218.78,814.0,MQ
BGR,CLE,6,6,256.43,256.43,1045.5,UA
FAT,MOT,6,6,306.86,306.86,1532.67,OO
CMH,BPT,5,6,331.6,309.59,1264.8,OO
FAI,MKE,5,6,387.16,372.47,3041.6,UA
SJU,BZN,6,6,455.13,455.13,3249.83,DL
TUS,PSC,6,6,154.67,154.67,1419.5,AS
BUR,HDN,6,6,252.67,252.67,991.0,UA
SJC,FAY,5,6,325.2,329.17,2447.0,DL
HOU,HSV,6,6,287.68,287.68,850.0,OH
MLI,CLE,6,6,235.92,235.92,455.0,G7
SJU,OMA,5,6,232.42,218.93,2464.0,OO
MOT,MYR,6,6,226.29,226.29,1534.33,OO
OKC,MGM,6,6,236.67,236.67,797.0,MQ
EGE,CLE,6,6,329.08,329.08,1742.0,AA
LEX,FAR,6,6,326.17,326.17,880.0,G7
BUF,CLT,6,6,160.08,160.08,605.0,YV
ICT,MDT,6,6,277.42,277.42,1182.0,G7
ILM,EYW,6,6,349.25,349.25,921.0,OH
SBN,EYW,6,6,293.74,293.74,1270.0,OH
CWA,ABQ,6,6,284.83,284.83,1331.0,MQ
MLU,DSM,6,6,399.75,399.75,1191.0,9E
GSO,PDX,5,6,346.35,347.46,2470.8,G7
SMF,JLN,5,6,260.8,245.92,1645.8,UA
PNS,SLC,6,6,315.25,315.25,2105.5,MQ
MVY,DEN,6,6,267.11,267.11,1801.67,YX
ORD,GRB,5,6,175.63,182.69,173.0,YX
ELP,MSY,6,6,322.2,322.2,1287.83,MQ
MLU,GNV,6,6,399.75,399.75,748.0,9E
MFR,MAF,6,6,365.92,365.92,1582.33,OO
MSN,CLE,6,6,188.68,188.68,541.17,AA
OGG,BIS,6,6,555.75,555.75,3818.0,OO
BRO,AMA,6,6,187.67,187.67,794.0,MQ
CID,SDF,6,6,302.92,302.92,482.0,G7
CMH,LIT,6,6,261.99,261.99,1091.67,AA
DAY,SEA,6,6,416.4,416.4,2255.5,AS
SUN,PHL,6,6,392.83,392.83,2115.0,UA
BOI,DFW,6,6,255.34,255.34,2009.5,AS
PBI,BIS,6,6,251.0,251.0,2079.0,MQ
PHX,SLN,5,6,234.65,236.87,1501.0,UA
FAT,GJT,6,6,278.92,278.92,931.0,AA
SMF,TLH,6,6,237.54,237.54,2270.0,OH
AMA,SHV,6,6,239.42,239.42,605.5,OO
GUC,MSY,6,6,239.69,239.69,1214.0,UA
BZN,IND,6,6,274.17,274.17,1521.67,OO
TVC,PHL,6,6,233.83,233.83,902.0,UA
LAX,FLO,6,6,315.05,315.05,2220.33,AA
GSP,HRL,6,6,331.77,331.77,1323.0,AA
GUC,PHX,6,6,248.99,248.99,964.0,UA
RSW,TVC,6,6,310.23,310.23,1330.0,PT
CHO,ELP,6,6,308.82,308.82,1878.83,OO
FAT,LIT,5,6,247.8,267.5,2450.0,DL
TRI,XNA,5,6,274.06,274.17,873.0,PT
CSG,ELP,4,6,340.25,314.5,1365.0,9E
XNA,RAP,6,6,428.81,428.81,1177.0,MQ
SHV,IND,6,6,281.78,281.78,1031.0,OH
ECP,MLI,5,6,169.5,142.08,873.0,DL
LIT,RNO,6,6,278.94,278.94,1649.0,AA
PDX,PBI,6,6,242.96,242.96,3079.67,UA
SLC,GJT,6,6,317.63,317.63,603.0,UA
RIC,MLI,6,6,327.32,327.32,836.5,G7
EYW,ONT,6,6,456.95,456.95,2726.83,DL
MSN,MEM,6,6,225.5,225.5,599.0,YX
PHX,SYR,6,6,277.88,277.88,2282.33,OH
GJT,TVC,6,6,422.08,422.08,1257.33,UA
PDX,TYS,5,6,310.69,292.03,2318.4,OH
PHF,MCI,5,6,234.8,229.5,1090.0,AA
CLT,AUS,6,6,278.5,278.5,1146.5,YV
BDL,AEX,6,6,368.0,368.0,1359.0,9E
ABQ,PUW,6,6,343.33,343.33,1430.0,QX
GEG,CMH,6,6,265.17,265.17,2321.17,AA
HDN,SFO,6,6,174.67,174.67,1108.0,WN
BMI,DFW,6,6,297.49,297.49,1264.0,9E
MAF,PIB,6,6,231.08,231.08,801.0,UA
PSP,DFW,6,6,288.57,288.57,1887.17,DL
SNA,SDF,6,6,277.81,277.81,1996.33,YV
DEN,PWM,6,6,254.62,254.62,1922.0,OH
ABQ,CAK,6,6,285.24,285.24,1461.0,OO
RIC,CMH,6,6,256.2,256.2,826.67,MQ
MLB,ROA,6,6,327.58,327.58,799.0,DL
CLT,LBB,6,6,304.0,304.0,1440.5,UA
CID,PHL,6,6,282.98,282.98,920.0,OH
AGS,MLU,6,6,334.67,334.67,591.0,9E
AUS,CHS,6,6,261.38,261.38,1192.33,OH
BMI,LAS,6,6,231.25,231.25,2280.0,9E
DFW,DTW,6,6,279.77,279.77,986.0,OH
JAC,TVC,5,6,271.92,287.43,1660.0,AA
ITH,MIA,6,6,302.83,302.83,1171.0,C5
LGA,CHO,6,6,310.38,310.38,306.0,YV
DFW,IND,6,6,258.94,258.94,1023.5,YV
SJT,CMH,6,6,388.01,388.01,1167.0,OO
RNO,FWA,5,6,324.74,302.12,2204.0,MQ
RDM,TUS,6,6,295.25,295.25,1409.17,QX
CLE,TPA,6,6,56.09,56.09,1267.0,NK
CID,MYR,5,6,119.77,123.21,1063.4,OH
CAE,RDU,6,6,299.17,299.17,218.0,OH
STL,GRB,6,6,194.93,194.93,431.0,AA
BOS,CMI,6,6,414.59,414.59,989.33,YX
CLE,STS,6,6,341.06,341.06,2449.33,AA
GCK,BOS,6,6,266.54,266.54,1966.0,MQ
SJT,ONT,4,6,358.5,320.5,1417.0,AA
CID,MSY,6,6,161.17,161.17,1150.67,G7
ABQ,ALW,6,6,352.83,352.83,1393.0,AS
HPN,SAV,5,6,193.23,179.89,762.6,AA
GSP,BTV,6,6,270.27,270.27,1108.83,DL
RDU,EWR,6,6,268.65,268.65,419.33,G7
CRP,BTR,6,6,289.58,289.58,454.0,OO
DAB,SEA,6,6,351.42,351.42,2747.83,AA
AVL,BOI,6,6,338.2,338.2,1935.0,UA
IDA,SDF,6,6,317.17,317.17,1482.0,UA
FSD,TUL,6,6,285.2,285.2,1027.83,OO
PSP,ANC,6,6,345.12,345.12,2447.83,QX
MSY,RKS,6,6,296.58,296.58,1322.0,UA
ANC,ICT,6,6,464.83,464.83,3389.17,DL
EGE,CHS,6,6,631.44,631.44,1603.0,OO
GRK,IAH,6,6,304.42,304.42,358.0,MQ
BUF,SEA,6,6,392.17,392.17,2657.0,PT
MYR,JFK,6,6,166.59,166.59,753.0,YX
MSP,DFW,6,6,486.97,486.97,1298.33,YX
CHS,BUF,6,6,196.31,196.31,795.0,PT
DCA,BOS,6,6,171.93,171.93,399.0,PT
BIS,MCO,6,6,273.03,273.03,1921.83,AA
RSW,RHI,6,6,339.42,339.42,1569.0,OO
STL,DEN,6,6,327.2,327.2,1163.33,G7
GSO,CMH,6,6,241.61,241.61,462.5,PT
DCA,GSO,6,6,202.36,202.36,248.0,PT
JAN,TYS,6,6,247.0,247.0,739.0,OH
MGM,ABQ,6,6,249.0,249.0,1416.0,OO
AVP,SFO,6,6,371.55,371.55,2532.5,PT
BUR,RAP,6,6,263.25,263.25,1150.0,OO
JAN,AVP,6,6,386.67,386.67,1071.0,PT
SAT,TUL,6,6,378.58,378.58,484.0,OH
JFK,MLI,6,6,285.91,285.91,1504.0,AA
IND,OAJ,6,6,266.51,266.51,618.0,PT
BTV,ATW,6,6,213.42,213.42,923.0,UA
LAX,ORF,4,6,299.0,271.67,3079.0,B6
RSW,LGA,6,6,200.55,200.55,1144.0,NK
SMF,JMS,6,6,215.17,215.17,1482.0,UA
JFK,AGS,6,6,189.02,189.02,682.83,PT
BOI,DFW,6,6,498.38,498.38,1492.67,MQ
BUF,MEM,6,6,223.96,223.96,1122.83,OH
MSN,TVC,6,6,244.25,244.25,332.0,G7
GPT,SLC,6,6,281.51,281.51,1489.0,OO
JAN,FCA,6,6,513.51,513.51,1807.5,OH
ILM,EYW,4,6,211.13,214.92,727.0,MQ
MDW,DAL,6,6,242.66,242.66,1315.5,DL
BUF,FAT,6,6,392.75,392.75,2300.83,DL
SFO,MGM,5,6,187.64,185.7,2340.4,OH
JAX,BDL,6,6,146.01,146.01,1062.17,MQ
ANC,CRP,6,6,292.5,292.5,3457.0,MQ
BTV,CRW,5,6,281.0,286.92,686.0,OH
CRW,XNA,5,6,310.81,337.09,975.0,OH
JAN,SBN,6,6,455.52,455.52,1201.33,OH
SAT,HPN,6,6,191.81,191.81,1739.0,MQ
PHL,GCK,6,6,256.69,256.69,1720.67,MQ
MIA,XNA,6,6,235.78,235.78,1409.83,OH
HNL,ASE,6,6,990.08,990.08,3458.17,UA
SLC,RDU,6,6,273.89,273.89,2076.67,OO
ATL,TRI,6,6,313.83,313.83,227.0,OO
PIT,LFT,6,6,372.25,372.25,1318.0,YV
GSP,LFT,6,6,177.08,177.08,656.0,9E
PHX,TVC,6,6,581.21,581.21,1802.67,OO
CAE,IAD,6,6,351.39,351.39,726.0,DL
PIA,EWR,6,6,178.57,178.57,992.5,AA
SBN,BDL,6,6,272.16,272.16,1178.0,OH
BUF,SAV,6,6,167.2,167.2,872.83,YV
COS,SAV,6,6,238.08,238.08,1631.17,YV
VPS,AGS,6,6,173.83,173.83,393.0,DL
CRW,STL,6,6,329.58,329.58,847.0,DL
MKE,EUG,6,6,278.5,278.5,2451.17,AA
PIT,SMF,5,6,143.0,149.5,2307.0,NK
GNV,BUF,6,6,277.83,277.83,934.0,PT
PHX,GSO,6,6,196.91,196.91,2093.0,C5
TUS,SGF,6,6,282.08,282.08,1391.33,UA
HPN,PDX,6,6,407.25,407.25,2600.0,AA
SYR,CHS,6,6,185.08,185.08,737.0,C5
RDU,COU,6,6,356.42,356.42,1157.67,AA
SFO,SYR,6,6,222.28,222.28,2660.83,C5
SAT,MHT,6,6,279.55,279.55,1801.33,OH
GEG,CMH,6,6,442.81,442.81,2240.17,QX
IAH,EWR,6,6,495.02,495.02,1455.83,G7
RIC,TVC,6,6,253.97,253.97,959.0,AA
PPG,ANC,6,6,1264.06,1264.06,5600.67,HA
CHO,PVD,6,6,187.33,187.33,448.0,YV
BIS,ELP,6,6,284.5,284.5,1528.0,AA
XWA,TVC,6,6,363.67,363.67,1103.0,OO
JAN,FSD,6,6,252.67,252.67,1145.0,OH
RIC,SJU,6,6,242.54,242.54,2402.0,UA
MOB,SJU,6,6,320.67,320.67,2001.0,PT
DFW,SFO,6,6,314.19,314.19,2145.0,AS
PDX,LAN,6,6,318.06,318.06,2196.83,OO
ASE,PBI,6,6,461.0,461.0,1803.0,AA
SBA,EUG,6,6,105.38,105.38,1081.17,AS
CVG,OAK,6,6,297.75,297.75,2038.0,OO
FCA,MDT,6,6,411.21,411.21,1994.0,UA
PHL,MSP,6,6,160.3,160.3,985.33,OO
HNL,PIT,6,6,570.53,570.53,4955.33,OO
MSP,ACT,6,6,279.57,279.57,941.0,AA
FAR,LAN,6,6,245.75,245.75,736.0,MQ
HNL,CRP,6,6,427.67,427.67,4148.0,UA
DFW,BDL,5,6,242.75,224.0,1471.0,PT
BTV,SAV,6,6,317.51,317.51,1291.0,OO
BZN,ASE,5,6,331.5,277.17,649.0,UA
EWR,CAE,6,6,260.31,260.31,617.0,PT
RSW,MQT,6,6,134.72,134.72,1625.83,OO
SFO,LAF,6,6,417.51,417.51,1965.0,UA
BDL,GRB,6,6,186.79,186.79,956.0,AA
DFW,PIA,5,6,241.51,202.18,932.0,UA
LRD,PDX,6,6,263.08,263.08,2087.5,MQ
MKE,MEM,6,6,324.69,324.69,759.33,MQ
BOS,ORD,6,6,381.17,381.17,867.0,C5
CLT,FNT,6,6,151.11,151.11,822.0,PT
AMA,CHS,6,6,276.33,276.33,1299.0,MQ
TYS,ICT,6,6,328.78,328.78,1063.0,UA
DRO,ICT,6,6,212.43,212.43,671.0,UA
MYR,SYR,6,6,275.39,275.39,844.0,9E
FCA,TUS,5,6,282.8,248.67,1595.0,QX
AMA,MHK,6,6,306.5,306.5,743.0,MQ
ROC,OMA,6,6,290.83,290.83,944.0,G7
IND,TYS,6,6,330.62,330.62,652.0,YX
AVL,TVC,6,6,170.34,170.34,793.0,AA
MKE,TYS,6,6,360.56,360.56,773.17,OH
PVD,MLB,6,6,257.5,257.5,1345.0,DL
BWI,HTS,6,6,248.58,248.58,596.0,AA
ECP,ATW,6,6,255.1,255.1,1386.0,MQ
MEM,SBY,6,6,455.79,455.79,882.0,AA
ORD,LIT,6,6,124.51,124.51,644.33,OH
BWI,MEM,6,6,218.63,218.63,872.0,OH
ELP,ORF,6,6,298.65,298.65,1794.67,MQ
GTF,MAF,6,6,208.67,208.67,1186.0,UA
ECP,CRP,6,6,268.5,268.5,773.0,C5
HNL,JAC,3,6,468.67,470.83,3839.33,AA
MDW,CHA,6,6,428.37,428.37,709.0,DL
ORF,FSD,6,6,168.19,168.19,1820.67,AA
GRI,AUS,6,6,271.0,271.0,751.0,OO
MGM,HNL,6,6,361.55,361.55,4410.83,AA
MSN,MGM,6,6,376.58,376.58,925.33,DL
RSW,PVD,6,6,211.93,211.93,1733.33,UA
CMH,TVC,6,6,367.5,367.5,388.33,YX
EUG,HSV,6,6,453.0,453.0,2044.0,UA
PVD,AUS,5,6,279.7,263.58,1764.0,9E
GSP,BUF,5,6,258.46,233.38,667.0,C5
DAL,JFK,6,6,577.14,577.14,1481.0,DL
DTW,MCW,6,6,222.58,222.58,523.0,OO
ELP,MOB,6,6,217.83,217.83,1094.0,YV
PHX,BOS,6,6,370.72,370.72,2321.67,YX
BOI,AUS,5,6,214.55,202.63,1768.4,MQ
BGR,GRR,6,6,274.63,274.63,995.0,YX
LWS,RNO,5,6,245.49,238.41,1027.6,OO
SRQ,MLI,6,6,497.83,497.83,1077.0,DL
HSV,LCH,6,6,235.0,235.0,722.0,C5
OKC,MRY,6,6,217.56,217.56,1431.0,MQ
PDX,GTF,6,6,173.25,173.25,641.0,AS
TLH,FWA,6,6,331.02,331.02,731.0,DL
ATW,MAF,6,6,509.84,509.84,1226.0,MQ
BTM,LAX,5,6,287.0,240.09,1091.0,OO
ACK,LAX,6,6,316.67,316.67,2702.17,YX
GSP,GEG,6,6,253.9,253.9,2576.5,WN
FLL,COS,6,6,400.34,400.34,1815.17,OO
LCH,PHL,6,6,348.9,348.9,1452.67,C5
BHM,PGV,5,6,308.02,313.51,554.6,OH
MCI,MDT,6,6,230.04,230.04,1104.0,9E
AGS,OKC,6,6,361.08,361.08,1064.5,AA
CRW,CHS,5,6,224.1,248.75,622.0,OO
BWI,BTR,6,6,208.92,208.92,1130.0,MQ
TYS,KOA,6,6,1288.42,1288.42,4523.83,OO
IDA,ONT,6,6,183.08,183.08,1522.0,QX
CWA,MSY,5,6,371.1,344.08,1050.0,MQ
BGR,ROA,6,6,168.58,168.58,783.0,9E
MKE,ELM,6,6,277.67,277.67,569.0,OO
BMI,RSW,6,6,363.58,363.58,1471.5,MQ
RAP,ALB,6,6,404.33,404.33,1502.67,OO
SAN,BRO,5,6,194.2,162.75,1653.0,MQ
SFO,AVP,6,6,274.11,274.11,2587.0,OH
EWR,CLL,6,6,299.0,299.0,1536.0,OO
LGA,FSD,6,6,246.17,246.17,1350.17,MQ
MEM,SAF,6,6,250.17,250.17,1014.17,OO
BDL,SAF,6,6,272.83,272.83,2016.0,OO
RIW,STL,5,6,230.5,228.5,1066.0,OO
DLH,GRR,6,6,349.97,349.97,537.0,UA
CVG,OAJ,6,6,233.95,233.95,724.67,9E
RDU,IND,6,6,251.5,251.5,720.5,YV
SJU,LGA,6,6,223.4,223.4,2773.33,WN
SLC,OTH,6,6,327.92,327.92,1081.0,OO
YUM,RDU,6,6,363.0,363.0,2065.67,AA
BNA,FLL,6,6,377.51,377.51,1577.0,UA
PQI,SFO,6,6,352.63,352.63,3037.0,B6
SGF,BHM,6,6,325.33,325.33,697.0,9E
ATW,IND,6,6,224.82,224.82,342.83,YX
ROC,CHA,6,6,213.56,213.56,859.17,OO
YKM,SFO,6,6,291.23,291.23,782.0,AS
PGV,PVD,6,6,202.75,202.75,886.0,AA
LAX,GTR,6,6,259.33,259.33,2188.0,9E
HLN,CLE,6,6,384.5,384.5,1825.5,OO
ROC,EYW,6,6,258.43,258.43,1317.33,OH
MEM,PVD,6,6,343.93,343.93,1231.67,9E
EWR,HSV,6,6,355.75,355.75,887.5,9E
LAX,SWO,6,6,244.87,244.87,1460.0,OO
MYR,CID,5,6,105.83,106.13,899.0,OH
SLC,HPN,6,6,279.58,279.58,2371.67,9E
EGE,MIA,6,6,660.67,660.67,1829.0,OO
MIA,LCH,5,6,134.7,113.17,1091.0,C5
SWO,DEN,5,6,379.5,346.92,866.0,OO
MBS,MEM,6,6,214.5,214.5,708.0,DL
SFO,HSV,6,6,435.73,435.73,2308.33,9E
LBB,HSV,6,6,147.33,147.33,1053.0,C5
SAT,GSO,6,6,214.81,214.81,1620.33,C5
SEA,ROA,6,6,523.29,523.29,2540.83,9E
ANC,CMH,6,6,369.74,369.74,3262.0,OO
IND,IAD,6,6,267.92,267.92,614.0,9E
LAX,LFT,6,6,259.58,259.58,1580.5,C5
HLN,ORD,6,6,427.9,427.9,1482.0,UA
SEA,CMX,6,6,329.27,329.27,2081.0,OO
TVC,EWR,5,6,234.88,196.78,881.0,YX
MSY,MGM,6,6,331.25,331.25,572.0,DL
GRR,DHN,5,6,371.0,365.25,810.0,9E
DCA,LAX,6,6,246.09,246.09,2466.0,9E
COU,PHL,6,6,347.67,347.67,1126.33,AA
PPG,ONT,6,6,1116.16,1116.16,5202.0,HA
TPA,BUF,6,6,306.12,306.12,1355.33,C5
BTR,MSP,6,6,336.92,336.92,1324.5,C5
STL,ROW,6,6,365.92,365.92,985.0,OO
RAP,EWR,5,6,404.5,417.92,2065.2,MQ
MDT,LEX,6,6,259.98,259.98,701.17,OH
STT,BOS,6,6,337.5,337.5,1742.0,3M
CHS,AVP,6,6,152.75,152.75,630.0,C5
RST,BHM,6,6,231.77,231.77,1338.0,OO
DTW,SJU,6,6,382.02,382.02,2307.0,OO
MLI,SAV,6,6,238.74,238.74,847.0,DL
RIC,PDX,6,6,383.18,383.18,2381.0,MQ
SFO,PRC,5,6,162.0,158.83,683.0,OO
RIC,HNL,6,6,380.28,380.28,4949.33,WN
ELP,FAT,6,6,252.04,252.04,1407.0,UA
FAR,BUF,6,6,287.19,287.19,1031.0,UA
FNT,RNO,6,6,330.07,330.07,2035.0,OO
SLN,SFO,6,6,205.86,205.86,1350.0,OO
SFO,SLN,6,6,206.3,206.3,1354.83,OO
ILM,COS,6,6,299.71,299.71,1674.33,OO
CHS,MKE,6,6,200.94,200.94,952.5,YX
BTR,GRR,6,6,216.75,216.75,1286.0,AA
OKC,PBI,5,6,608.82,576.18,1479.4,OH
PHL,IND,5,6,136.61,133.68,1098.0,NK
LAX,HNL,6,6,247.95,247.95,3061.5,OO
PHX,RIC,6,6,340.68,340.68,2101.67,YV
CID,CLD,6,6,333.5,333.5,1558.0,MQ
ALB,CLE,6,6,268.38,268.38,628.0,OH
TPA,CMH,6,6,136.45,136.45,1032.17,MQ
SJU,ERI,6,6,381.67,381.67,1951.0,AA
ORF,STL,6,6,362.68,362.68,979.33,9E
XNA,AZO,6,6,202.06,202.06,644.0,MQ
LFT,CMH,6,6,274.05,274.05,1243.5,MQ
RKS,FSD,6,6,196.83,196.83,743.0,OO
PLN,SAN,6,6,208.59,208.59,2142.33,DL
ROA,ORD,6,6,287.43,287.43,733.33,YX
HTS,AUS,6,6,342.51,342.51,1282.67,AA
GRB,SYR,6,6,178.08,178.08,780.0,UA
CID,LEX,6,6,299.21,299.21,519.0,UA
XNA,PHX,6,6,359.17,359.17,1447.0,YV
BTV,MKE,6,6,241.78,241.78,981.17,YX
HPN,CHA,6,6,247.32,247.32,797.0,PT
SYR,DSM,5,6,322.0,337.67,906.0,MQ
CID,IAD,6,6,338.26,338.26,1228.0,DL
BRO,PDX,6,6,262.67,262.67,2133.0,UA
SRQ,ATW,5,6,91.81,94.51,1280.0,AA
ORF,ELP,6,6,166.13,166.13,1980.17,UA
CLE,MSO,6,6,201.29,201.29,1696.17,OO
SJU,LIT,6,6,486.24,486.24,2249.0,MQ
BTR,ABQ,6,6,288.17,288.17,997.0,YV
SFO,FWA,6,6,376.42,376.42,2255.5,PT
TYR,MSP,6,6,243.63,243.63,954.0,MQ
EYW,VLD,4,6,321.0,261.33,854.0,9E
HPN,PBI,6,6,227.07,227.07,1154.0,AA
SMF,GSP,6,6,355.6,355.6,2343.83,MQ
MFR,PHL,5,6,450.2,448.34,2929.0,AA
SNA,KOA,6,6,486.58,486.58,2705.83,UA
BTR,EWR,6,6,297.0,297.0,1653.0,YV
GRB,RSW,6,6,132.5,132.5,1422.67,MQ
PVD,SNA,6,6,318.67,318.67,2575.0,OO
DSM,IAD,5,6,331.25,328.12,900.4,YX
CRP,CMH,6,6,294.36,294.36,1226.17,YV
SAT,MHT,6,6,302.66,302.66,1825.33,MQ
BPT,MIA,6,6,298.43,298.43,1391.0,OO
DCA,GCK,6,6,288.95,288.95,1596.0,MQ
PWM,FAR,6,6,248.08,248.08,1457.0,UA
ABE,GSP,5,6,294.3,298.25,845.0,9E
GTR,JAX,6,6,324.83,324.83,511.0,9E
MSP,EWR,6,6,336.11,336.11,1008.0,9E
MOB,FWA,6,6,211.42,211.42,845.67,9E
LEX,LBB,6,6,410.67,410.67,1067.0,MQ
HNL,FSM,6,6,681.37,681.37,4030.0,MQ
TUS,PSC,5,6,337.2,321.17,1072.0,MQ
EYW,SEA,6,6,351.8,351.8,3004.83,MQ
BZN,ONT,6,6,203.95,203.95,913.0,OO
SAN,ABY,6,6,360.97,360.97,2037.0,OO
PIA,RIC,6,6,169.4,169.4,848.67,AA
HSV,ABQ,6,6,231.38,231.38,1358.33,UA
MDW,DLH,6,6,264.97,264.97,493.0,OO
BPT,SEA,6,6,311.79,311.79,1930.0,AA
SBA,GJT,6,6,319.5,319.5,1128.0,UA
COU,RSW,6,6,365.12,365.12,1471.0,AA
LAX,MQT,6,6,264.49,264.49,2050.0,MQ
PNS,KOA,6,6,671.1,671.1,4513.5,UA
RIC,MCI,6,6,491.67,491.67,1061.67,OH
OAJ,SEA,6,6,297.08,297.08,2581.0,DL
FSD,ORF,6,6,213.04,213.04,1307.33,MQ
SMF,SAN,6,6,112.75,112.75,951.0,AA
GPT,ATW,6,6,271.83,271.83,1117.0,DL
TVC,GJT,6,6,402.42,402.42,1257.33,UA
PVD,PDX,6,6,212.34,212.34,2588.0,YX
HDN,FLL,5,6,124.4,123.33,1881.6,WN
PVD,OMA,6,6,193.81,193.81,1265.0,YX
CHS,ASE,6,6,458.92,458.92,1563.0,DL
ABQ,MDT,6,6,486.5,486.5,1877.17,OO
MAF,GRR,6,6,311.58,311.58,1240.0,AA
ABQ,MSY,6,6,364.62,364.62,1109.33,OO
MCO,ITH,6,6,192.42,192.42,1133.0,9E
PIT,JAX,6,6,212.91,212.91,889.5,UA
MTJ,FLL,6,6,302.42,302.42,1841.0,AA
MTJ,TUL,6,6,183.17,183.17,737.0,WN
EWR,JAN,6,6,305.83,305.83,1087.0,9E
PNS,MEM,6,6,236.6,236.6,591.0,WN
ALB,PIT,6,6,323.83,323.83,690.0,OO
PDX,COS,6,6,458.92,458.92,1041.0,DL
PIA,FLL,6,6,188.74,188.74,1275.5,AA
CAK,BOI,6,6,535.01,535.01,1802.5,OO
ANC,FSD,6,6,442.14,442.14,2715.0,9E
SYR,IND,5,6,288.39,289.32,772.0,C5
ICT,DFW,6,6,139.64,139.64,766.0,UA
BQN,DEN,5,6,376.6,375.83,3190.0,UA
LIT,PHX,5,6,334.8,300.0,1992.0,YX
PWM,AGS,6,6,268.92,268.92,1170.0,DL
HPN,ONT,6,6,290.44,290.44,2640.67,AA
ABQ,MRY,6,6,262.45,262.45,1280.33,UA
FAT,SGU,6,6,211.08,211.08,755.0,AA
PVD,GTF,6,6,495.78,495.78,2254.83,OO
OAJ,ONT,6,6,313.04,313.04,2280.0,AA
LFT,MDT,6,6,395.42,395.42,1123.0,9E
ABQ,TUL,6,6,265.08,265.08,1041.67,UA
SJC,SYR,6,6,508.27,508.27,2711.83,OO
JAX,MVY,6,6,283.6,283.6,1005.67,9E
MYR,GPT,6,6,376.08,376.08,669.0,DL
BUF,HNL,5,6,475.8,467.33,5299.2,YX
MHT,PDX,6,6,494.65,494.65,3069.33,OH
BWI,BHM,6,6,288.14,288.14,711.0,OH
